Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
"After an argument, a client suddenly develops unilateral arm weakness inconsistent with neurological examination, with no evidence of malingering. Which diagnosis is most likely?",Conversion disorder,Factitious disorder,Major neurocognitive disorder,Somatic symptom disorder,1,Neurological symptoms incompatible with medical findings indicate conversion disorder.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A client reports feeling detached from self, as if observing life from outside the body, while reality testing remains intact. Which diagnosis is most consistent?",Psychotic disorder,Depersonalization/derealization disorder,Dissociative identity disorder,Delirium,2,Persistent feelings of detachment with intact reality testing define this disorder.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
Which feature most strongly supports dissociative identity disorder over malingering?,Symptoms emerge only during litigation,Stable pattern of identity disruption with recurrent gaps in recall and significant impairment,Client reports many dramatic symptoms matching popular media depictions exactly,Symptoms disappear when collateral information is requested,2,Consistent identity disruption and amnesia support genuine dissociative disorder.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A patient has depressed mood, anhedonia, early morning awakening, reduced appetite, guilt, and poor concentration for 3 weeks. Which diagnosis is most likely?",Persistent depressive disorder,Major depressive disorder,Cyclothymic disorder,Adjustment disorder,2,Presence of multiple depressive symptoms for at least two weeks indicates major depressive disorder.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A woman reports depressed mood for years, describing herself as 'never really okay,' with low energy and hopelessness but no history of mania. Which diagnosis fits best?",Major depressive disorder,Persistent depressive disorder,Bipolar II disorder,Disruptive mood dysregulation disorder,2,Chronic low mood lasting years without mania defines persistent depressive disorder.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
Which statement best distinguishes bipolar I disorder from bipolar II disorder?,Bipolar II includes psychosis but bipolar I does not,"Bipolar I requires at least one manic episode, whereas bipolar II requires hypomania plus major depression",Bipolar I is less impairing than bipolar II,Bipolar II can be diagnosed without mood episodes,2,Presence of full manic episode distinguishes bipolar I from bipolar II.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A highly energetic entrepreneur sleeps 2 hours nightly for a week, is grandiose, starts reckless investments, and requires hospitalization. Which diagnosis is most consistent?",Cyclothymic disorder,Substance intoxication,Manic episode consistent with bipolar I disorder,Persistent depressive disorder,3,Severe impairment and hospitalization indicate full manic episode.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
Which is a well-established major risk factor for suicide completion?,Being physically attractive,Having a detailed plan and access to lethal means,Preferring to be alone occasionally,Having mild exam anxiety,2,Access to means and specific planning significantly increase suicide risk.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
An underweight adolescent intensely fears gaining weight and persists in restrictive eating despite medical compromise and body-image disturbance. Which diagnosis is most likely?,Bulimia nervosa,Avoidant/restrictive food intake disorder,Anorexia nervosa,Binge-eating disorder,3,"Restriction of intake, fear of weight gain, and body image disturbance define anorexia nervosa.",Medium,Abnormal Psychology,Chapter 2,Chapter 2
A normal-weight college student has recurrent binge eating followed by self-induced vomiting and excessive concern with body shape. Which diagnosis fits best?,Anorexia nervosa,Bulimia nervosa,Binge-eating disorder,Body dysmorphic disorder,2,Binge eating with compensatory behaviors such as vomiting characterizes bulimia nervosa.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A patient has recurrent episodes of objectively large food intake with loss of control, marked distress, and no regular purging. Which diagnosis is most likely?",Binge-eating disorder,Bulimia nervosa,"Anorexia nervosa, binge-eating/purging type",Somatic symptom disorder,1,Recurrent binge episodes without compensatory behaviors define binge-eating disorder.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
A child avoids many foods because of sensory characteristics and has weight loss but no fear of fatness. Which diagnosis is most consistent?,Anorexia nervosa,Avoidant/restrictive food intake disorder,Obsessive-compulsive disorder,Bulimia nervosa,2,Food restriction without body image disturbance points to ARFID.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A client reports dissatisfaction with sleep quantity and quality, difficulty initiating sleep, and daytime fatigue for months despite adequate opportunity for sleep. Which diagnosis fits best?",Insomnia disorder,Hypersomnolence disorder,Narcolepsy,Circadian rhythm sleep-wake disorder,1,Persistent difficulty initiating or maintaining sleep with impairment defines insomnia disorder.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A patient sleeps long hours, feels unrefreshed, and has excessive daytime sleepiness without evidence of insufficient sleep. Which diagnosis is most likely?",Insomnia disorder,Hypersomnolence disorder,Sleep terror disorder,Nightmare disorder,2,Excessive sleepiness despite adequate sleep duration indicates hypersomnolence disorder.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
A man experiences sudden daytime sleep attacks and episodes of loss of muscle tone triggered by laughter. Which diagnosis is most consistent?,Narcolepsy,Insomnia disorder,Generalized anxiety disorder,Delirium,1,Sleep attacks and cataplexy are hallmark features of narcolepsy.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A woman has persistent lack of sexual interest causing personal distress, without a better medical or relational explanation. Which diagnosis is most likely?",Female sexual interest/arousal disorder,Gender dysphoria,Somatic symptom disorder,Voyeuristic disorder,1,Persistent lack of sexual interest with distress defines this disorder.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
Which statement best distinguishes a paraphilic interest from a paraphilic disorder?,A paraphilic interest is always criminal,"A paraphilic disorder requires distress, impairment, or acted-on behavior involving a nonconsenting person",A paraphilic interest always involves psychosis,There is no difference between the two,2,"Diagnosis requires harm, impairment, or risk to others.",Medium,Abnormal Psychology,Chapter 2,Chapter 2
A teenager experiences marked distress because gender identity is incongruent with sex assigned at birth. Which diagnosis is most consistent?,Gender dysphoria,Transvestic disorder,Body dysmorphic disorder,Delusional disorder,1,Distress from gender incongruence defines gender dysphoria.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"Which diagnosis is most appropriate for a person who continues alcohol use despite repeated interpersonal, occupational, and health consequences?",Alcohol intoxication only,Alcohol use disorder,Major depressive disorder,Antisocial personality disorder,2,Continued use despite consequences indicates substance use disorder.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A patient becomes tremulous, anxious, diaphoretic, and tachycardic after abruptly stopping heavy alcohol consumption. Which is the best immediate formulation?",Alcohol withdrawal,Opioid intoxication,Cannabis use disorder,Generalized anxiety disorder,1,Physiological symptoms after cessation indicate withdrawal.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"Compared with depressants, stimulants are more likely to produce which acute presentation?",Psychomotor retardation and slurred speech,"Euphoria, decreased need for sleep, and possible paranoia",Profound sedation with pinpoint pupils,Marked amnesia with confabulation,2,Stimulants increase energy and may cause paranoia.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
Which principle best explains why substance-induced disorders are often missed in clinical settings?,Substances rarely affect mental status,Substance use commonly co-occurs with psychiatric symptoms and may mimic many disorders,Laboratory testing is never useful,Substance-induced syndromes occur only with illegal drugs,2,Overlapping symptoms complicate diagnosis.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A patient is unable to resist urges to gamble, keeps chasing losses, lies about it, and suffers serious financial impairment. Which diagnosis fits best?",Obsessive-compulsive personality disorder,Gambling disorder,Delusional disorder,Pyromania,2,Persistent problematic gambling behavior defines gambling disorder.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
Which diagnosis is characterized by recurrent behavioral outbursts representing failure to control aggressive impulses that are grossly out of proportion to provocation?,Conduct disorder,Intermittent explosive disorder,Oppositional defiant disorder,Antisocial personality disorder,2,Disproportionate aggressive outbursts define this condition.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
A person repeatedly steals unneeded low-value items and feels tension before the act and relief afterward. Which diagnosis is most likely?,Kleptomania,Conduct disorder,Antisocial personality disorder,Obsessive-compulsive disorder,1,Impulse-control disorder with tension-relief cycle.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"Deliberately setting fires on more than one occasion for pleasure, fascination, or relief from tension is most characteristic of:",Pyromania,Manic episode,Conduct disorder,Schizophrenia,1,Recurrent fire-setting for gratification defines pyromania.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
Which cognitive factor is commonly implicated in the maintenance of substance-related disorders?,Realistic appraisal of risk only,Expectation that the substance will reduce distress or enhance functioning,Absence of craving,High tolerance for frustration,2,Expectancies reinforce continued use.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A person with stimulant use develops paranoia and auditory hallucinations during heavy use, which resolve after cessation. Which diagnosis is best supported?",Schizophrenia,Stimulant-induced psychotic disorder,Delusional disorder,Schizoaffective disorder,2,Psychosis linked to substance use supports substance-induced disorder.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
Which statement best characterizes personality disorders?,They are always episodic and brief,They are enduring patterns of inner experience and behavior that are inflexible and maladaptive,They occur only during intoxication,They are diagnosed only when psychosis is present,2,Personality disorders are chronic and pervasive.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
A pervasive pattern of distrust and suspicion such that others' motives are interpreted as malevolent is most consistent with:,Paranoid personality disorder,Schizoid personality disorder,Avoidant personality disorder,Dependent personality disorder,1,Core feature is pervasive mistrust.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A man shows detachment from social relationships and little desire for close relationships, appearing emotionally cold. Which diagnosis is most likely?",Schizotypal personality disorder,Schizoid personality disorder,Paranoid personality disorder,Histrionic personality disorder,2,Social detachment and restricted affect define schizoid PD.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"Eccentric behavior, odd beliefs, and interpersonal deficits with discomfort in close relationships most strongly suggest:",Schizotypal personality disorder,Obsessive-compulsive personality disorder,Narcissistic personality disorder,Major depressive disorder,1,Odd beliefs and social discomfort characterize schizotypal PD.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"Repeated unlawful behavior, deceitfulness, impulsivity, aggressiveness, and lack of remorse beginning since adolescence is most consistent with:",Borderline personality disorder,Antisocial personality disorder,Narcissistic personality disorder,Conduct disorder only,2,Persistent violation of others' rights defines antisocial PD.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"Identity disturbance, frantic efforts to avoid abandonment, recurrent self-harm, and affective instability are most characteristic of:",Histrionic personality disorder,Borderline personality disorder,Avoidant personality disorder,Dependent personality disorder,2,Instability and fear of abandonment are key features.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A client is excessively emotional, theatrical, and uncomfortable when not the center of attention. Which diagnosis is most likely?",Narcissistic personality disorder,Histrionic personality disorder,Schizoid personality disorder,Obsessive-compulsive personality disorder,2,Attention-seeking and emotionality define histrionic PD.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"Grandiosity, need for admiration, and lack of empathy are hallmark features of:",Dependent personality disorder,Narcissistic personality disorder,Avoidant personality disorder,Paranoid personality disorder,2,Core traits include grandiosity and lack of empathy.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"Which personality disorder is most associated with social inhibition, feelings of inadequacy, and hypersensitivity to negative evaluation?",Avoidant personality disorder,Schizoid personality disorder,Antisocial personality disorder,Obsessive-compulsive personality disorder,1,Social inhibition and fear of rejection define avoidant PD.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A person is excessively submissive, has difficulty making everyday decisions without reassurance, and fears separation because of inability to care for self. Which diagnosis fits best?",Dependent personality disorder,Borderline personality disorder,Paranoid personality disorder,Schizotypal personality disorder,1,Excessive reliance on others and fear of separation characterize dependent PD.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
Which symptom is classified as a positive symptom of schizophrenia?,Avolition,Flat affect,Hallucinations,Alogia,3,"Positive symptoms reflect an excess or distortion of normal functions, such as hallucinations.",Medium,Abnormal Psychology,Chapter 2,Chapter 2
Avolition and diminished emotional expression in schizophrenia are best described as:,Positive symptoms,Negative symptoms,Catatonic symptoms only,Somatic symptoms,2,Negative symptoms involve deficits in normal emotional and motivational functioning.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A client has delusions, hallucinations, disorganized speech, and marked functional decline for 2 months. Which diagnosis is most likely if criteria are otherwise met?",Brief psychotic disorder,Schizophreniform disorder,Schizophrenia,Delusional disorder,2,Duration of 1�6 months with schizophrenia-like symptoms fits schizophreniform disorder.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
A patient has prominent psychotic symptoms for 1 week following a severe stressor and then returns to premorbid functioning. Which diagnosis is most likely?,Schizophrenia,Schizoaffective disorder,Brief psychotic disorder,Paranoid personality disorder,3,Psychotic symptoms lasting less than 1 month with full recovery define brief psychotic disorder.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
Which feature most strongly differentiates schizoaffective disorder from a mood disorder with psychotic features?,Psychosis occurs only during mood episodes,There is a period of psychosis in the absence of a major mood episode,Negative symptoms are absent,There is no functional impairment,2,Independent psychotic episodes distinguish schizoaffective disorder.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A patient has one persistent, nonbizarre persecutory delusion for 8 months with otherwise relatively preserved functioning and no prominent disorganization. Which diagnosis is most likely?",Delusional disorder,Schizophrenia,Brief psychotic disorder,Obsessive-compulsive disorder,1,Presence of a single persistent delusion with minimal impairment defines delusional disorder.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"Which historical figure is closely associated with early descriptions of dementia praecox, a precursor concept to schizophrenia?",Emil Kraepelin,Carl Rogers,Francis Galton,Alfred Adler,1,Kraepelin described dementia praecox as an early concept of schizophrenia.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A patient remains mute, immobile, and postured for prolonged periods. Which syndrome should be strongly considered?",Catatonia,Delirium only,Aphasia,Somatic symptom disorder,1,"Motor immobility, mutism, and posturing are classic catatonic features.",Medium,Abnormal Psychology,Chapter 2,Chapter 2
Why is culture important in the diagnosis of psychotic-like experiences?,Because all unusual beliefs are psychotic in every culture,Because culturally sanctioned beliefs and experiences must be distinguished from psychopathology,Because culture matters only in children,Because hallucinations cannot occur outside psychosis,2,Cultural context determines whether experiences are pathological.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
Which treatment statement is most accurate for schizophrenia?,Medication is never indicated,Antipsychotic medication and psychosocial intervention are often combined,Psychotherapy alone always cures schizophrenia,Hospitalization is required lifelong for all cases,2,Combined treatment approaches yield best outcomes.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A child shows persistent inattention across home and school, frequently loses materials, is forgetful, and struggles to sustain mental effort. Which diagnosis is most likely?",Specific learning disorder,Attention-deficit/hyperactivity disorder,Generalized anxiety disorder,Autism spectrum disorder,2,Pervasive inattention across settings indicates ADHD.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
Which feature best differentiates ADHD from a primary anxiety disorder in a child with concentration problems?,ADHD symptoms are usually situational only,"ADHD typically begins early and appears across multiple settings, not only during worry-provoking situations",Anxiety always includes hyperactivity,ADHD can be diagnosed only if intelligence is below average,2,"ADHD is pervasive and early-onset, unlike situational anxiety-related inattention.",Medium,Abnormal Psychology,Chapter 2,Chapter 2
A bright student has persistent marked difficulty in reading accuracy and spelling despite adequate education and effort. Which diagnosis is most likely?,Intellectual disability,Specific learning disorder,ADHD,Oppositional defiant disorder,2,Specific deficits in academic skills despite normal intelligence define SLD.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A child has deficits in social reciprocity, limited eye contact, and restricted repetitive behaviors. Which diagnosis is most consistent?",Social anxiety disorder,Autism spectrum disorder,Selective mutism,Specific learning disorder,2,Social communication deficits with repetitive behaviors define ASD.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
Which statement about intellectual disability is most accurate?,IQ score alone is sufficient for diagnosis,Diagnosis requires both deficits in intellectual functions and deficits in adaptive functioning,Adaptive functioning does not matter if test scores are low,The diagnosis can be made only in adulthood,2,Both intellectual and adaptive impairments are required.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"An older hospitalized patient becomes acutely disoriented, has fluctuating attention, and worsens at night after an infection. Which diagnosis is most likely?",Major depressive disorder,Delirium,Schizophrenia,Major neurocognitive disorder,2,"Acute onset, fluctuating consciousness, and medical cause define delirium.",Medium,Abnormal Psychology,Chapter 2,Chapter 2
Which feature best differentiates major neurocognitive disorder from delirium?,Major neurocognitive disorder usually has abrupt fluctuation in attention over hours,Delirium always lasts years,Major neurocognitive disorder generally shows a more persistent cognitive decline without the marked acute fluctuation of delirium,Delirium never has a medical cause,3,"Dementia is chronic and progressive, unlike acute fluctuating delirium.",Medium,Abnormal Psychology,Chapter 2,Chapter 2
A patient with slowly progressive memory decline and impaired daily functioning most likely has which type of syndrome?,Delirium,Major neurocognitive disorder,Brief psychotic disorder,Panic disorder,2,Progressive cognitive decline affecting functioning defines major neurocognitive disorder.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"In evaluating suspected intellectual disability, which statement is most defensible?",Group screening tests are always sufficient,Clinical judgment remains essential in interpreting cognitive and adaptive data,Only verbal ability matters,Adaptive behavior should be ignored if the IQ score is below 70,2,"Diagnosis requires integrated interpretation, not scores alone.",Medium,Abnormal Psychology,Chapter 2,Chapter 2
"Which disorder is most likely to be confused with dementia when acute confusion is prominent, but differs because attention fluctuates markedly and onset is abrupt?",Generalized anxiety disorder,Delirium,Persistent depressive disorder,Autism spectrum disorder,2,Acute onset and fluctuating attention distinguish delirium from dementia.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"Under Republic Act No. 10029, which activity is explicitly within the authorized functions of a psychometrician only when conducted under supervision of a licensed psychologist?",Independent psychotherapy,Administering and scoring objective personality tests and preparing a report,Conducting unsupervised projective testing,Issuing final independent clinical diagnoses,2,"Psychometricians may administer and score tests under supervision, not independently diagnose.",Medium,Abnormal Psychology,Chapter 2,Chapter 2
Which practice would most clearly violate RA 10029 and PAP ethics?,A licensed psychometrician administering a structured test under supervision,An unlicensed person presenting himself as a psychometrician and offering testing services,A psychologist supervising test administration,A psychometrician obtaining informed consent before assessment,2,Misrepresentation and unlicensed practice violate the law.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
A psychometrician is asked to administer a projective test independently because the psychologist is unavailable. What is the most ethical response?,Proceed because all tests are basically similar,Decline and explain that the task exceeds authorized competence and scope,Administer it but omit interpretation,Let an intern do it instead,2,Ethical practice requires staying within scope and competence.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
Which is the best application of informed consent in psychological assessment?,Obtain consent only after testing so the client is not influenced,"Explain the nature, purpose, probable uses, and limits of confidentiality in understandable language before assessment",Consent is unnecessary when a fee is paid,"Written consent is required only for psychotherapy, never assessment",2,Informed consent requires clear explanation prior to assessment.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A school asks for an adolescent's test results. The adolescent was evaluated at the parents' request. Ethically, the assessor should first:",Release the full report immediately because schools are helping institutions,"Clarify who the client is, the purpose of disclosure, and the limits of confidentiality",Refuse all communication under any circumstance,Share only the IQ score without explanation,2,Proper handling of confidentiality requires role clarification.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
A psychometrician begins seeing a close friend as an assessment client because 'it will be easier.' Which ethical issue is most directly raised?,Prepared learning,Multiple relationship and potential impairment of objectivity,Somatic preoccupation,Projective validity,2,Dual relationships risk bias and ethical violations.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
A practitioner is asked to provide online assessment using unfamiliar digital procedures. Which response is most ethical?,Proceed immediately because telepsychology has no special standards,"Undertake relevant training, consultation, or study before offering the service beyond current competence",Offer the service but tell the client accuracy is not guaranteed,Transfer all responsibility to the software provider,2,Competence must be ensured before providing services.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"When organizational demands conflict with the Code of Ethics, the practitioner should:",Automatically follow the organization,Make the Code known to the organization and attempt to resolve the conflict while adhering to ethics,Ignore the issue unless a complaint is filed,Resign immediately in every case,2,Ethical obligations take precedence and require resolution efforts.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A psychometrician is experiencing serious personal problems that may impair competent performance. According to ethics, the best course is to:",Continue working normally to avoid losing income,"Take appropriate measures such as consultation and consider limiting, suspending, or terminating duties if needed",Keep working but avoid documentation,Transfer all cases without informing anyone,2,Practitioners must ensure competence and protect clients.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
A client tested positive for severe suicidal intent during assessment. Which ethical principle takes priority in deciding next steps?,Never break confidentiality under any circumstance,"Protect welfare and take reasonable steps to prevent serious harm, consistent with law and ethical limits",Wait for the next session because rapport is more important,Release all records publicly so others can help,2,Duty to protect overrides confidentiality when safety is at risk.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
Which pair is correctly matched?,Classical conditioning -- B. F. Skinner,Client-centered therapy -- Carl Rogers,Cognitive therapy -- Sigmund Freud,Psychoanalysis -- Ivan Pavlov,2,Rogers developed client-centered therapy.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A patient with chronic worry avoids uncertainty by constant reassurance seeking, which temporarily reduces anxiety and thereby strengthens the behavior. This is best explained by:",Positive punishment,Negative reinforcement,Classical extinction,Flooding,2,Behavior is maintained because it reduces anxiety.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"An examinee presents dramatic hallucination claims that change markedly from one interview to the next and closely resemble popular stereotypes of mental illness, while a legal incentive is present. What is the best initial formulation?",Schizophrenia is confirmed,Heightened suspicion for malingering,Brief psychotic disorder,Normal stress response,2,Inconsistent symptoms with external incentives suggest malingering.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
Which feature most strongly differentiates factitious disorder from malingering?,Factitious disorder never involves deception,"Malingering involves external incentives, whereas factitious disorder lacks obvious external rewards",Factitious disorder occurs only in hospitals,Malingering requires psychosis,2,Motivation differs between the two conditions.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"During assessment, a client's depressive symptoms began before substance use and persist well beyond withdrawal periods. Which diagnosis is more likely than a substance-induced depressive disorder?",Primary depressive disorder,Alcohol intoxication,Delirium,Factitious disorder,1,Symptoms independent of substance use indicate primary disorder.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
A practitioner delegates scoring and report drafting to an assistant with minimal training and no supervision. Which ethical principle is most directly violated?,Respect for dignity only,Delegation only to persons expected to perform competently with appropriate supervision,Cultural formulation interview,Research replication,2,Delegation requires ensuring competence and supervision.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"In a forensic referral, the psychologist should clarify expected role, who the client is, probable uses of information, and limits of confidentiality primarily because:",Forensic work eliminates ethics,Third-party requests require role clarification to avoid confusion and misuse,Doing so guarantees the examinee will be honest,It removes all legal risk,2,Forensic contexts require clear boundaries and roles.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
Which statement about psychopathology and culture is most accurate?,Diagnosis should ignore culture to remain objective,"Cultural identity, explanatory models, and stressors can shape symptom meaning and help-seeking",Culture matters only for psychotic disorders,Culture is relevant only when the clinician and client differ ethnically,2,Culture influences symptom expression and interpretation.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
A psychometrician is renewing practice skills through continuing professional development because competence must be maintained. Which law is directly referenced by the PAP Code on this point?,RA 7610,RA 10912,RA 9258,RA 8049,2,RA 10912 mandates continuing professional development for licensed professionals.,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A review center asks a licensed psychometrician to lend his professional identification card so the center can advertise psychological services even when he is absent. Under RA 10029, the best answer is:",Agree if paid fairly,Agree if the center is reputable,Refuse because allowing another person or entity to use one's registration or credentials for practice is prohibited,Agree only during weekends,3,Lending credentials constitutes illegal practice and is prohibited under RA 10029. MOCK EXAM- ABNORMAL PSYCHOLOGY EXAM 3,Medium,Abnormal Psychology,Chapter 2,Chapter 2
"A client reports recurrent, intrusive thoughts about contamination and spends hours washing hands to reduce distress. The thoughts are experienced as unwanted, and the washing is done to neutralize anxiety. Which diagnosis is most consistent with this presentation?",Obsessive-compulsive disorder,Illness anxiety disorder,Generalized anxiety disorder,Delusional disorder,1,"The presentation shows obsessions, which are intrusive and unwanted thoughts, along with compulsions, which are repetitive behaviors performed to reduce distress or neutralize anxiety, making obsessive-compulsive disorder the best diagnosis.",Medium,Abnormal Psychology,Chapter 3,Chapter 3
"A 7-year-old child has marked deficits in social reciprocity, limited eye contact, restricted interests, and insistence on sameness beginning early in development. Which diagnosis is most likely?",Social anxiety disorder,Autism spectrum disorder,Reactive attachment disorder,Schizoid personality disorder,2,"Autism spectrum disorder is characterized by early-onset deficits in social communication and interaction together with restricted, repetitive behaviors and insistence on sameness.",Medium,Abnormal Psychology,Chapter 3,Chapter 3
Which statement best reflects the integrative approach to psychopathology?,Psychological disorders are caused primarily by intrapsychic conflict,Biological factors outweigh social and psychological influences,"Psychological disorders arise from interacting biological, psychological, and social factors",Environmental stress alone is sufficient to explain most disorders,3,"The integrative approach explains psychopathology through the interaction of biological, psychological, and social influences rather than by a single cause.",Medium,Abnormal Psychology,Chapter 3,Chapter 3
"A patient presents with low mood, anhedonia, insomnia, fatigue, and impaired concentration for 3 weeks. During evaluation, you learn the symptoms began two days after abrupt heavy cocaine withdrawal. What is the most appropriate diagnostic priority?",Diagnose major depressive disorder immediately,Rule out a substance-induced condition first,Diagnose persistent depressive disorder,Diagnose adjustment disorder first,2,"Because the depressive symptoms began closely after cocaine withdrawal, the first diagnostic priority is to determine whether the symptoms are substance-induced before assigning a primary mood disorder.",Medium,Abnormal Psychology,Chapter 3,Chapter 3
Which feature most strongly distinguishes panic attack from generalized anxiety?,Fear of negative evaluation,Persistent worry across domains,Abrupt surge of intense fear reaching a peak within minutes,Repetitive compulsive rituals,3,"A panic attack is defined by a sudden surge of intense fear or discomfort that reaches its peak within minutes, unlike generalized anxiety, which is more chronic and diffuse.",Medium,Abnormal Psychology,Chapter 3,Chapter 3
"A woman has intense fear of public embarrassment and avoids public speaking, eating in front of others, and initiating conversation with unfamiliar people. She recognizes the fear as excessive. Which diagnosis is most likely?",Agoraphobia,Social anxiety disorder,Avoidant personality disorder,Panic disorder,2,"Social anxiety disorder involves marked fear of social or performance situations in which the person may be scrutinized or embarrassed, leading to avoidance.",Medium,Abnormal Psychology,Chapter 3,Chapter 3
"A patient reports depressed mood for years, with no symptom-free period longer than 2 months, but never met full criteria for a manic episode. Which diagnosis is most likely?",Cyclothymic disorder,Persistent depressive disorder,Bipolar II disorder,Adjustment disorder with depressed mood,2,"Persistent depressive disorder is marked by chronic depressive symptoms lasting years, with very limited symptom-free periods and without a history of mania.",Medium,Abnormal Psychology,Chapter 3,Chapter 3
Which finding best differentiates delusion from obsession?,The belief is recurrent,The thought causes distress,The person has some awareness that the thought may be irrational,The belief is fixed and not amenable to contrary evidence,4,"A delusion is a fixed false belief held despite clear contradictory evidence, whereas an obsession is intrusive and often recognized as unreasonable.",Medium,Abnormal Psychology,Chapter 3,Chapter 3
A patient presents with hallucinations and disorganized speech for 3 weeks following a severe psychosocial stressor. Full premorbid functioning returns within a month. Which diagnosis is most likely?,Schizophrenia,Schizophreniform disorder,Brief psychotic disorder,Delusional disorder,3,"Brief psychotic disorder involves psychotic symptoms lasting more than 1 day but less than 1 month, followed by full return to premorbid functioning.",Medium,Abnormal Psychology,Chapter 3,Chapter 3
Which is the clearest example of negative symptom in schizophrenia?,Auditory hallucinations,Delusions of persecution,Flat affect,Loose associations,3,"Flat affect is a negative symptom because it reflects diminished emotional expression, unlike hallucinations, delusions, or loose associations, which are positive or disorganized symptoms.",Medium,Abnormal Psychology,Chapter 3,Chapter 3
"A person has repeated unexpected panic attacks and now avoids malls, buses, and theaters because escape might be difficult if panic-like symptoms occur. Which diagnosis pair is most likely?",Panic disorder and agoraphobia,Social anxiety disorder and panic disorder,Specific phobia and generalized anxiety disorder,Illness anxiety disorder and agoraphobia,1,Recurrent unexpected panic attacks plus avoidance of places where escape may be difficult is most consistent with panic disorder together with agoraphobia.,Medium,Abnormal Psychology,Chapter 3,Chapter 3
