Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
"During teleassessment, an examinee repeatedly loses internet connection in a timed test. The most ethical response is to:",ignore the issue because technology problems are the client's responsibility,interpret the scores as fully valid without qualification,explain the implications of poor connectivity and consider its effect on performance and interpretation,advise the client to guess quickly to finish on time,3,"Teleassessment standards require informing test takers that unstable connectivity can affect performance, especially on timed tests, and this must be considered in interpretation.",Medium,Developmental Psychology,Chapter 11,Chapter 11 Set 11
A psychometrician is asked to interpret obsolete test results from several years ago to make a current placement recommendation. Ethical standards require the practitioner to:,interpret the results as current if no better data exist,avoid basing conclusions on outdated results,rely on old results if the client agrees,convert the old scores into percentile ranks manually,2,"Ethical standards state that interpretations, conclusions, and recommendations should not be based on outdated test results.",Medium,Developmental Psychology,Chapter 11,Chapter 11 Set 11
A practitioner wants to use photocopied answer sheets and test plates from a copyrighted instrument to save money. The most ethical action is to:,proceed if the copies are clear,use only original test materials,use photocopies only for high-IQ clients,post scans online for peer consultation,2,"The ethics code requires using only original copies of test materials, not photocopies, to protect legality, standardization, and security.",Medium,Developmental Psychology,Chapter 11,Chapter 11 Set 11
"Under RA 10029-linked boundaries, which task is most appropriate for a psychometrician?",independently conducting psychotherapy,prescribing psychotropic medication,administering and scoring psychological tests within lawful scope and supervision requirements,issuing medical diagnoses,3,"RA 10029-linked practice boundaries allow psychometricians to perform psychometric functions within legal scope, unlike psychotherapy, prescribing, or medical diagnosis.",Medium,Developmental Psychology,Chapter 11,Chapter 11 Set 11
"A psychologist learns that an organization wants to use an assessment report for a purpose different from the original referral. Ethically, the psychologist should first consider:",whether the new use is authorized and within the limits originally clarified,whether the organization is influential,whether the report can be made more dramatic,whether the client will probably never know,1,"When report use changes, the practitioner must revisit who the client is, intended uses, access, and limits of confidentiality before permitting a different use.",Medium,Developmental Psychology,Chapter 11,Chapter 11 Set 11
A practitioner starts dating the sibling of a current therapy client. Which ethical concern is most directly raised?,random assignment,multiple relationship risk,sensory adaptation,natural selection,2,A romantic relationship with someone closely associated with a current client can create a multiple relationship that risks impaired objectivity or harm.,Medium,Developmental Psychology,Chapter 11,Chapter 11 Set 11
"A practitioner who is exhausted, irritable, and unable to focus begins making errors in case work. Which ethical principle is most directly implicated?",duty to ignore personal issues and continue working,obligation to monitor personal problems and seek help if competence is affected,requirement to avoid all CPD activities,rule that emotions should never be acknowledged,2,"The code requires practitioners to monitor personal problems and take action such as consultation, assistance, or limiting duties if competence is impaired.",Medium,Developmental Psychology,Chapter 11,Chapter 11 Set 11
A researcher studying adolescents obtains assent from participants but does not seek parental permission even though the study involves more than minimal risk and the participants are minors. The main ethical problem is failure to:,use a longitudinal design,secure appropriate informed consent protections,randomize participants equally,standardize the interview questions,2,"Research with minors, especially beyond minimal risk, requires proper informed consent procedures, including parental permission and child assent when appropriate.",Medium,Developmental Psychology,Chapter 11,Chapter 11 Set 11
Which public statement by a psychology practitioner is most ethical?,"""Guaranteed cure for depression in three sessions.""","""Licensed practitioner offering assessment and consultation within stated competencies.""","""Best psychologist in the city, with perfect success rate.""","""Expert in every area of psychology.""",2,"Ethical public statements must be accurate, nondeceptive, and limited to genuine qualifications and services.",Medium,Developmental Psychology,Chapter 11,Chapter 11 Set 11
A practitioner becomes aware of a colleague's serious ethical violation likely to cause substantial harm. Which response is most consistent with the code?,remain silent because reporting is disloyal,report the violation to appropriate authorities if informal resolution is insufficient and confidentiality is not improperly breached,post anonymous accusations online,confront the colleague violently to stop the behavior,2,"When a likely serious ethical violation may cause substantial harm, the code supports further reporting to appropriate authorities if informal action is not enough and confidentiality is respected.",Medium,Developmental Psychology,Chapter 11,Chapter 11 Set 11
A PRC-level board item in developmental psychology is strongest when it:,depends mainly on trivial memorization of isolated facts,contains multiple equally correct answers,integrates developmental concepts with applied reasoning and ethical judgment,uses implausible distractors to make the item easy,3,"High-quality licensure items assess not only knowledge of developmental concepts but also application, analysis, and professional judgment. Tab 12",Medium,Developmental Psychology,Chapter 11,Chapter 11 Set 11
