Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
Which practice is most consistent with ethical assessment procedure-,Using photocopied and outdated tests if time is limited,Selecting tests merely because they are popular online,"Using standardized, valid, reliable instruments appropriate to the client's language and characteristics",Reporting results without noting reservations about interpretation language and characteristics,3,"Ethical assessment requires selecting tests that are psychometrically sound, relevant to the referral question, and appropriate for the client's language and characteristics.",Medium,Abnormal Psychology,Chapter 3: Clinical Assessment and,Clinical Assessment and
A psychometrician completed an assessment for a self-referred client. The client's relative later asks for the full results and raw scores. What is the best response-,Release everything because relatives are usually concerned parties,Release the interpretation and raw data verbally without documentation,Release results only with proper written permission and do not disclose raw test data except where legally required,Refuse to explain any findings even to the client test data except where legally required,3,"Ethical practice requires protecting confidentiality, releasing results only to proper parties, and restricting release of raw test data except in legally regulated situations. Findings should be explained appropriately, but raw data are protected.",Medium,Abnormal Psychology,Chapter 3: Clinical Assessment and,Clinical Assessment and
"A client reports persistent and excessive worry about finances, family health, and work performance occurring on most days for several months. The client finds the worry difficult to control and also reports muscle tension, irritability, and poor sleep. Which diagnosis is most consistent with this presentation-",Panic disorder,Generalized anxiety disorder,Specific phobia,Adjustment disorder with anxiety,2,"Generalized anxiety disorder is characterized by excessive and difficult-to-control worry about multiple life domains, occurring more days than not and accompanied by symptoms such as irritability, muscle tension, fatigue, concentration difficulty, and sleep disturbance.",Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
Which feature best distinguishes generalized anxiety disorder from nonpathological worry-,The worry is always related to a single feared object,The worry occurs only after a traumatic event,"The worry is excessive, difficult to control, and associated with distress or impairment",The worry always leads to compulsive rituals impairment,3,"The key distinction is not simply that worry exists, but that it is excessive relative to circumstances, difficult to control, and causes clinically significant distress or impairment.",Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
"A person experiences abrupt surges of intense fear accompanied by palpitations, shortness of breath, and dizziness. The person later becomes persistently concerned about having additional attacks and changes behavior because of them. Which diagnosis is most appropriate-",Agoraphobia,Panic disorder,Generalized anxiety disorder,Acute stress disorder,2,Panic disorder involves recurrent unexpected panic attacks followed by persistent concern or maladaptive behavioral change related to the attacks.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
Which statement best differentiates panic disorder from agoraphobia-,"Panic disorder involves fear of contamination, whereas agoraphobia involves intrusive thoughts","Panic disorder centers on recurrent unexpected panic attacks and concern about more attacks, whereas agoraphobia centers on fear and avoidance of situations where escape may be difficult","Panic disorder occurs only in crowded places, whereas agoraphobia occurs only when alone","Panic disorder always includes depression, whereas agoraphobia does not about more attacks, whereas agoraphobia centers on fear and avoidance of situations where escape may be difficult",2,This is the central differential distinction between the two disorders in DSM-based diagnosis.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
"A client avoids buses, malls, cinemas, and long lines because escape might be difficult if panic-like symptoms occur. Which diagnosis is most consistent with this pattern-",Social anxiety disorder,Specific phobia,Agoraphobia,Separation anxiety disorder,3,The avoidance of multiple situations because escape may be difficult or help unavailable if panic-like symptoms occur is characteristic of agoraphobia.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
"For a diagnosis of agoraphobia, fear must typically involve at least:",One panic attack and one depressive episode,Two types of agoraphobic situations,Three compulsive rituals,Two traumatic events,2,"Agoraphobia typically requires fear across at least two situation clusters, reflecting generalized situational avoidance rather than a single specific fear.",Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
A student has an intense fear of dogs and avoids houses where dogs are present. The fear is circumscribed and object-specific. Which diagnosis is most appropriate-,Specific phobia,Panic disorder,Generalized anxiety disorder,OCD,1,Specific phobia is marked by fear cued by a specific object or situation and corresponding avoidance.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
Which scenario best illustrates social anxiety disorder-,Fear of contracting a hidden illness despite medical reassurance,Fear of being negatively evaluated while speaking before classmates,Fear of leaving home because escape may be difficult,Fear of contamination from touching doorknobs,2,"Social anxiety disorder centers on fear of scrutiny, embarrassment, or negative evaluation in social or performance situations.",Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
A child consistently refuses to speak in school despite speaking normally at home. Which diagnosis is most appropriate-,Selective mutism,Separation anxiety disorder,Social anxiety disorder,Autism spectrum disorder,1,Selective mutism involves failure to speak in specific social situations despite speaking in others.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
Which statement is most accurate about separation anxiety disorder-,It occurs only in preschool children,It refers exclusively to fear of strangers,It involves excessive fear concerning separation from major attachment figures,It is diagnosed only when accompanied by panic attacks figures,3,That is the defining focus of separation anxiety disorder.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
A client repeatedly experiences intrusive thoughts about contamination and neutralizes them by prolonged handwashing performed according to rigid rules. Which diagnosis is most appropriate-,Illness anxiety disorder,Obsessive-compulsive disorder,Generalized anxiety disorder,Specific phobia,2,Intrusive contamination thoughts plus rigid repetitive washing to reduce distress is classic OCD.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
Which statement best describes compulsions-,Pleasant habits performed for recreation,Repetitive behaviors or mental acts performed to reduce distress or prevent a dreaded event,Random impulses without cognitive content,Fixed false beliefs resistant to evidence dreaded event,2,"Compulsions are repetitive acts driven by obsessions or rigid rules, aimed at reducing anxiety or preventing a feared outcome.",Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
Which of the following is a mental act that may qualify as a compulsion-,Silent counting to neutralize intrusive thoughts,Daydreaming about success,Free association,Ordinary planning before an exam,1,"Mental acts such as counting, praying, or repeating words silently can qualify as compulsions.",Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
Which feature most strongly helps distinguish obsessive-compulsive disorder from generalized anxiety disorder-,OCD is always less impairing,GAD includes only somatic complaints,"OCD involves obsessions and/or compulsions, whereas GAD involves excessive worries about real-life concerns without compulsions",GAD begins earlier in all cases excessive worries about real-life concerns without compulsions,3,This is a core differential diagnosis point between OCD and generalized anxiety disorder.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
A client is preoccupied with an imagined facial defect that others barely notice. The client repeatedly checks mirrors and seeks reassurance. Which diagnosis is most appropriate-,Body dysmorphic disorder,Illness anxiety disorder,Delusional disorder,Hoarding disorder,1,"BDD involves preoccupation with perceived appearance flaws plus repetitive checking, grooming, or reassurance seeking.",Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
Which feature distinguishes body dysmorphic disorder from an eating disorder-,Repetitive behaviors are absent in body dysmorphic disorder,Body dysmorphic disorder involves appearance preoccupation not limited to body fat or weight concerns,Eating disorders always include hallucinations,Body dysmorphic disorder never involves poor insight body fat or weight concerns,2,"BDD must be distinguished from eating disorders, where body fat or weight concerns are central.",Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
"A client cannot discard worn-out newspapers, broken appliances, and empty containers because of a strong perceived need to save them. The home is so cluttered that rooms can no longer be used as intended. Which diagnosis is most appropriate-",OCD,Hoarding disorder,Major depressive disorder,Adjustment disorder,2,"Persistent difficulty discarding items, perceived need to save them, and severe clutter compromising living space define hoarding disorder.",Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
Which statement best distinguishes hoarding disorder from normal collecting-,Hoarding disorder involves organized and valued collections only,Hoarding disorder requires psychosis,Hoarding disorder leads to clutter and congestion that substantially compromises living areas,Hoarding disorder occurs only with dementia compromises living areas,3,That functional consequence is what separates clinical hoarding from organized collecting.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
"A young adult repeatedly pulls out scalp hair, resulting in noticeable hair loss, and has unsuccessfully tried to stop. Which diagnosis is most appropriate-",Excoriation disorder,Body dysmorphic disorder,Trichotillomania,OCD,3,Recurrent hair pulling causing hair loss and repeated unsuccessful attempts to stop are diagnostic hallmarks.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
Which feature helps distinguish trichotillomania from OCD-,Hair pulling is always caused by delusions,The behavior is a body-focused repetitive behavior not necessarily triggered by obsessions,Trichotillomania never causes distress,It is always due to a medical condition by obsessions,2,Trichotillomania is differentiated from OCD because hair pulling is typically not performed in response to obsessions.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
"A client repeatedly picks at skin, producing lesions, and has made repeated attempts to stop. Which diagnosis is most appropriate-",Excoriation disorder,OCD,Somatic symptom disorder,Illness anxiety disorder,1,Recurrent skin picking causing lesions and repeated attempts to stop indicate excoriation disorder.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
Which of the following best reflects a DSM-based insight specifier applicable to certain obsessive-compulsive and related disorders-,With catatonia,With psychotic features only,"With good or fair insight, poor insight, or absent insight/delusional beliefs",With melancholic features,3,Certain obsessive-compulsive and related disorders include insight specifiers that capture the person's degree of conviction about disorder-related beliefs.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
"A survivor of a violent assault develops intrusive memories, avoidance of reminders, hypervigilance, and negative alterations in mood that persist beyond one month. Which diagnosis is most appropriate-",Acute stress disorder,PTSD,Panic disorder,Adjustment disorder,2,"PTSD requires trauma exposure plus intrusion, avoidance, negative changes in cognition or mood, and arousal-related symptoms persisting beyond one month.",Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
Which statement best differentiates acute stress disorder from PTSD-,Acute stress disorder includes no anxiety symptoms,PTSD always includes psychosis,"Acute stress disorder is limited to a shorter post-trauma duration, whereas PTSD persists longer",PTSD cannot include dissociative symptoms PTSD persists longer,3,Duration is a primary distinction in differential diagnosis between these two trauma-related disorders.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
"A man develops insomnia, irritability, and persistent anxiety after losing his job. The stressor is significant but not traumatic, and the symptoms do not meet full criteria for another disorder. Which diagnosis is most appropriate-",PTSD,Panic disorder,Adjustment disorder with anxiety,Acute stress disorder,3,Adjustment disorder involves clinically significant emotional or behavioral symptoms in response to an identifiable stressor that is not necessarily traumatic and that does not meet full criteria for another disorder.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
Which statement is most accurate regarding adjustment disorder-,"It requires exposure to threatened death, serious injury, or sexual violence",It is a maladaptive response to an identifiable stressor that does not meet criteria for another specific disorder,It is synonymous with generalized anxiety disorder,It can be diagnosed only in children criteria for another specific disorder,2,This captures the essential clinical use of the adjustment disorder diagnosis.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
A trauma-exposed client presents mainly with derealization and detachment in addition to core posttraumatic symptoms. Which specifier is most relevant-,With psychotic features,With dissociative symptoms,With mixed features,With catatonia,2,Derealization or depersonalization occurring with core PTSD symptoms supports the dissociative specifier.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
Which symptom cluster is central to trauma- and stressor-related disorders-,Exposure to a traumatic or stressful event as an explicit diagnostic requirement,Exclusive presence of euphoric mood,Persistent memory loss in all cases,Presence of compulsive rituals in all cases requirement,1,Trauma- and stressor-related disorders are grouped specifically because exposure to a traumatic or stressful event is an explicit diagnostic criterion.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
Which of the following is the best example of an obsession rather than a delusion-,A fixed belief that neighbors are government agents despite overwhelming contrary evidence,"An intrusive, unwanted thought of harming a loved one that the person recognizes as distressing and tries to neutralize",A culturally accepted religious belief,A realistic concern about being late for work recognizes as distressing and tries to neutralize,2,"Obsessions are intrusive and unwanted thoughts, images, or urges that the person attempts to suppress or neutralize.",Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
A psychometrician is asked to independently diagnose a client with suspected PTSD and recommend psychotherapy beyond the limits of his or her competence and legal role. Which action is most appropriate-,Proceed to avoid delaying care,Diagnose and treat if the client requests it,Work only within lawful competence and make an appropriate referral or seek proper supervision,Ignore legal and ethical issues if symptoms are severe proper supervision,3,"Under RA 10029 and the PAP Code of Ethics, psychometricians must practice within legal and professional boundaries, avoid exceeding competence, and make appropriate referrals when needed.",Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
"During assessment of a client with obsessive-compulsive symptoms, a psychometrician wants to discuss results with the client's employer who paid for the referral. Which principle should guide the psychometrician first-",Disclosure is automatic because a third party requested service,"Clarify at the outset who the client is, probable uses of information, and limits of confidentiality",Release all raw data immediately,Avoid obtaining informed consent to preserve objectivity of confidentiality,2,"When services are requested by a third party, the practitioner must clarify roles, intended use of information, and confidentiality limits from the beginning.",Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
Which action is most consistent with ethical assessment practice when evaluating a client with severe anxiety symptoms through an online platform-,Apply lower standards because the service is virtual,"Use the same ethical safeguards required in face-to-face services, including informed consent and confidentiality protections",Omit explanation of risks and limits,Share recordings freely for supervision without safeguards informed consent and confidentiality protections,2,The PAP Code of Ethics extends ethical requirements to telepsychology and online service delivery.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
"A client presents with contamination fears, but the symptoms began only after intoxication with a substance known to affect the central nervous system. Which diagnosis should be ruled out before assigning OCD-",Social anxiety disorder,Substance/medication-induced obsessive-compulsive and related disorder,Specific phobia,Separation anxiety disorder,2,"Before diagnosing OCD, clinicians must rule out symptoms directly attributable to substances, medications, or medical conditions.",Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
Which presentation is more characteristic of generalized anxiety disorder than OCD-,Fear of contamination neutralized by handwashing rituals,Intrusive taboo thoughts with checking compulsions,Persistent worries about everyday responsibilities without compulsive rituals,Recurrent urges to pull out hair,3,Generalized anxiety disorder features excessive worry about real-life concerns without the obsession-compulsion cycle characteristic of OCD.,Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
"In differential diagnosis, which condition is most likely when a client's anxiety follows a psychosocial stressor, is clinically significant, but does not meet full criteria for a specific anxiety disorder or trauma-related disorder-",Adjustment disorder,Delusional disorder,Bipolar II disorder,Obsessive-compulsive personality disorder,1,"When clinically significant anxiety follows a psychosocial stressor but does not meet full criteria for a more specific disorder, adjustment disorder is often the best diagnosis.",Medium,Abnormal Psychology,Chapter 5: Chapter 5,Chapter 5
"A client persistently complains of multiple physical symptoms that disrupt daily functioning. Medical workups do not fully account for the severity of the client's distress, and the client spends excessive time worrying about the symptoms. Which diagnosis is most appropriate-",Illness anxiety disorder,Somatic symptom disorder,Factitious disorder,Depersonalization-derealization disorder,2,"Somatic symptom disorder involves one or more distressing somatic symptoms plus excessive thoughts, feelings, or behaviors related to those symptoms. The central issue is not simply the absence of a medical explanation but the maladaptive psychological response to the symptoms.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
Which feature best distinguishes illness anxiety disorder from somatic symptom disorder-,Illness anxiety disorder requires intentional production of symptoms,Illness anxiety disorder centers on fear of serious disease despite minimal somatic symptoms,Somatic symptom disorder always involves neurological deficits,Somatic symptom disorder excludes all medical conditions somatic symptoms,2,"Illness anxiety disorder is distinguished by preoccupation with illness and disease conviction, often despite little or no substantial somatic symptom burden. Somatic symptom disorder, by contrast, includes distressing somatic symptoms themselves.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
A patient becomes convinced that mild intermittent abdominal discomfort signals colon cancer despite repeated reassurance and minimal findings. The patient repeatedly seeks consultations primarily because of fear of disease rather than the symptom itself. Which diagnosis is most likely-,Somatic symptom disorder,Conversion disorder,Illness anxiety disorder,Factitious disorder,3,The primary feature is persistent fear of serious disease despite minimal findings and repeated reassurance. The client's focus is on the feared illness rather than on severe somatic symptoms themselves.,Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
Which statement best reflects the contemporary diagnostic view of somatic symptom disorder-,It is diagnosed only when no medical explanation can be found,It is diagnosed primarily on the basis of excessive psychological response to somatic symptoms,It requires deliberate exaggeration of symptoms,It is limited to pain complaints somatic symptoms,2,"Current diagnostic formulation emphasizes positive clinical features: distressing somatic symptoms plus disproportionate thoughts, anxiety, or behaviors related to them. This avoids the old overreliance on symptoms being medically unexplained.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
"A client develops sudden blindness after witnessing a traumatic accident. Neurological examination does not support an organic cause, and the symptom is not intentionally produced. Which disorder is most consistent with this presentation-",Illness anxiety disorder,Factitious disorder,Conversion disorder,Somatic symptom disorder,3,"Conversion disorder involves genuinely experienced neurological-like symptoms, such as blindness or paralysis, that are not intentionally produced and are not supported by recognized neurological pathology.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
Which clinical presentation is most characteristic of conversion disorder-,Excessive fear of having a disease despite little or no somatic symptoms,Physical malfunctioning without corresponding physical pathology,Intentional symptom fabrication for financial gain,Chronic worry about appearance flaws,2,"Conversion disorder is classically characterized by physical dysfunction, often sensory or motor, that lacks corresponding recognized pathology and is not intentionally produced.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
Which factor most directly distinguishes malingering from factitious disorder-,Presence of dissociation,Severity of physical complaints,External incentive for symptom production,History of trauma,3,"Malingering is distinguished from factitious disorder by the presence of clear external reward, such as money, avoidance of duty, or legal advantage. Factitious disorder lacks such obvious external incentives.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
A man falsifies paralysis so he can obtain compensation after a workplace dispute. Which is the best classification-,Conversion disorder,Factitious disorder,Dissociative amnesia,Malingering,4,"The man is feigning symptoms for compensation, which is a clear external incentive. That pattern is most consistent with malingering.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
"A woman repeatedly induces symptoms and seeks hospital admission, but no clear external reward is evident. Which diagnosis is most appropriate-",Factitious disorder,Illness anxiety disorder,Somatic symptom disorder,Malingering,1,Factitious disorder involves intentional falsification or induction of symptoms in the absence of obvious external incentives. The goal is often to assume the sick role.,Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
"In conversion disorder, the physical symptom is best understood as:",Consciously faked and externally motivated,Consciously faked without external reward,"Genuinely experienced, though not explained by recognized pathology",Always caused by a neurological disease not yet detected,3,"In conversion disorder, symptoms are real to the patient and not intentionally feigned. The issue is incompatibility with recognized neurological or medical mechanisms.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
Which intervention has the strongest board-relevant support across somatic symptom and illness anxiety presentations-,Immediate confrontation and accusation of faking,"Cognitive-behavioral therapy aimed at reassurance, reducing stress, and minimizing maladaptive help-seeking",Long-term hospitalization for all cases,Exclusive use of dream analysis minimizing maladaptive help-seeking,2,"Board-relevant treatment principles for somatic symptom and illness anxiety presentations commonly include CBT, psychoeducation, reduction of stress, appropriate reassurance, and decreasing excessive help-seeking or reinforcement of sick-role behavior.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
A psychometrician in a hospital setting is asked to administer and score measures for a patient with excessive health worries. Which action is most consistent with RA 10029 and the PAP Code of Ethics-,Diagnose the disorder independently and prescribe management,Administer within competence and communicate results to the supervising psychologist or authorized referral source,Provide psychotherapy beyond training if the patient requests it,Disclose results to relatives without permission to reduce family worry psychologist or authorized referral source,2,"RA 10029 and the PAP Code require psychometricians to work within legal and professional boundaries, perform functions within competence, and coordinate appropriately with supervising or authorized professionals. Assessment functions are within role boundaries; independent diagnosis and prescription are not.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
A psychometrician is asked to explain to a client that test results suggest a somatic symptom-related presentation. Which response is most ethical-,"""Your symptoms are imaginary.""","""You are definitely pretending.""","""Your distress is real, and the results suggest that thoughts, feelings, and behaviors around symptoms may be contributing to the problem.""","""You have no right to question the findings."" behaviors around symptoms may be contributing to the problem.""",3,"This response is accurate, respectful, and non-stigmatizing. It validates suffering while explaining the clinical meaning of the findings. This is consistent with ethical communication and respect for dignity.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
Which statement best describes depersonalization-,Loss of memory for personal information,Sense of unreality or detachment from one's self,Adoption of a new identity during travel,Deliberate denial of one's illness,2,"Depersonalization refers to experiences of detachment from one's self, body, or mental processes, as if one were an outside observer.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
Which statement best describes derealization-,Feeling detached from one's surroundings as though the world is unreal,Forgetting one's entire life history,Faking neurological symptoms,Becoming convinced one has a severe illness,1,"Derealization refers to unreality or detachment from surroundings, such as feeling that the environment is dreamlike, foggy, or artificial.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
"A client says, ""I feel like I am outside my body watching myself, but I know this feeling is strange and not actually true."" Which diagnosis is most consistent with this report-",Psychotic disorder,Depersonalization-derealization disorder,Dissociative identity disorder,Illness anxiety disorder,2,The client reports classic depersonalization with preserved insight. Intact reality testing is a hallmark feature that helps distinguish this from psychotic disorders.,Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
Which feature is essential in distinguishing depersonalization-derealization disorder from psychotic disorders-,Presence of visual symptoms,History of trauma,Intact reality testing,Presence of panic attacks,3,A person with depersonalization-derealization disorder typically knows that the experience of unreality is subjective rather than literally true. This preserved insight distinguishes it from psychosis.,Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
Dissociative amnesia is best defined as:,Inability to remember new information because of dementia,Inability to recall autobiographical information inconsistent with ordinary forgetting,Deliberate refusal to report traumatic experiences,Global intellectual decline due to brain disease forgetting,2,"Dissociative amnesia is defined by inability to recall important autobiographical information, often trauma-related, beyond normal forgetting.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
"A survivor of a robbery cannot recall important details of the event and the surrounding hours, yet no neurological disorder is evident. Which diagnosis is most appropriate-",Dissociative amnesia,Depersonalization-derealization disorder,Factitious disorder,Somatic symptom disorder,1,"The client has trauma-related memory gaps without evidence of neurological disease, which is characteristic of dissociative amnesia.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
Which pattern is most characteristic of generalized dissociative amnesia-,Failure to learn new information after head trauma,Inability to remember one's identity and life history,Forgetting only one minor detail from a stressful day,Repeated intrusive illness fears,2,"Generalized dissociative amnesia is the broadest form and may involve inability to recall identity and life history, not merely a circumscribed event.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
Dissociative fugue refers to:,Temporary depersonalization during panic,Deliberate wandering to avoid responsibilities,Memory loss combined with unexpected travel,Motor paralysis without neurological basis,3,Dissociative fugue is a subtype of dissociative amnesia in which autobiographical memory disturbance occurs together with unexpected travel or wandering.,Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
Which statement best reflects the relationship between trauma and dissociative disorders-,Trauma is irrelevant to dissociation,Dissociative disorders are often associated with attempts to escape psychologically from overwhelming stress or traumatic memories,Only combat trauma is associated with dissociation,Dissociation occurs only in psychotic disorders psychologically from overwhelming stress or traumatic memories,2,A common conceptualization is that dissociation functions as a psychological escape from intolerable stress or traumatic memory material.,Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
Dissociative identity disorder is characterized primarily by:,Health anxiety with repeated reassurance seeking,Two or more distinct personality states with recurrent gaps in recall,Persistent fear of body deformity,Deliberate falsification of symptoms for attention,2,Dissociative identity disorder requires both identity disruption and recurrent amnesia inconsistent with ordinary forgetting.,Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
Which finding most strongly supports dissociative identity disorder rather than dissociative amnesia alone-,Autobiographical memory gap,Presence of pain complaints,Disruption of identity with distinct personality states,Panic during interviews,3,"Identity disruption is what separates DID from dissociative amnesia alone. Memory gaps may occur in both, but DID adds distinct personality states or marked discontinuity in self and agency.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
"A clinician notes abrupt shifts in voice, behavior, and autobiographical recall in a client, with recurrent ""lost time"" and no substance explanation. Which diagnosis is most likely-",Bipolar II disorder,Dissociative identity disorder,Illness anxiety disorder,Malingering,2,"Abrupt shifts in behavior, voice, and recall with lost time and no substance explanation strongly suggest DID.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
Which statement about dissociative identity disorder is most accurate-,It is diagnosed solely on the basis of dramatic alternate names and costumes,It requires recurrent gaps in recall inconsistent with ordinary forgetting,It is better explained by normal culturally accepted possession states,It excludes any history of trauma,2,Recurrent amnestic gaps are part of the formal diagnosis of DID and are essential alongside identity disruption.,Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
Which is a key treatment principle for dissociative disorders-,Encourage avoidance of all traumatic material indefinitely,Help the patient process traumatic experiences in a controlled therapeutic manner and build coping skills,Focus only on medication because psychotherapy worsens dissociation,Use confrontation to force immediate memory recovery manner and build coping skills,2,"A common treatment aim in dissociative disorders is careful, controlled processing of traumatic material while strengthening coping and stabilization.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
"In working with dissociative identity disorder, which therapeutic factor is especially important-",Strict behavioral punishment,Rapid interpretation of every symptom,A stable sense of trust between therapist and patient,Avoidance of all discussion of identity states,3,"Trust is especially important in DID because treatment is often long-term, trauma-related, and requires careful work with fragmented experience and vulnerability.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
A psychometrician is handling records of a client with dissociative symptoms. Which action is most ethical-,Share the records with classmates for consultation,Keep information confidential and disclose only with proper consent or lawful/authorized basis,Post anonymized details online without permission because the case is educational,Release results to the employer upon verbal request lawful/authorized basis,2,"Confidentiality is a core ethical obligation under the PAP Code. Sensitive assessment data, particularly in dissociative cases, must be protected and disclosed only on proper ethical or legal grounds.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
A psychometrician is asked to perform psychotherapy for a client with dissociative identity disorder because the psychologist is unavailable. Which response is most appropriate under RA 10029 and the PAP Code of Ethics-,Accept immediately because any mental health worker may do therapy,Decline and refer to or work under the appropriate licensed professional within lawful boundaries of competence,Proceed if the client signs a waiver,Offer treatment as long as no fee is charged lawful boundaries of competence,2,RA 10029 and the PAP Code require psychology practitioners to stay within scope and competence. A psychometrician should not independently assume psychotherapy duties beyond lawful and professional role boundaries.,Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
Which presentation best differentiates illness anxiety disorder from factitious disorder-,"Illness anxiety disorder involves genuine fear of illness, whereas factitious disorder involves intentional falsification","Illness anxiety disorder always has neurological deficits, whereas factitious disorder does not",Factitious disorder always has obvious financial reward,Illness anxiety disorder requires memory loss disorder involves intentional falsification,1,Illness anxiety disorder is characterized by sincere illness fear; factitious disorder involves conscious falsification or induction of symptoms.,Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
A patient with nonepileptic seizure-like episodes also reports dissociative symptoms. Which statement is most accurate-,Functional neurological symptom disorder and a dissociative disorder cannot be diagnosed together,Dissociative symptoms rule out functional neurological symptom disorder,Both diagnoses may be made when criteria for each are met,Such symptoms are always malingering,3,"Functional neurological symptom disorder and dissociative disorders may coexist. If the patient meets criteria for both, both diagnoses can be made.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
"A client with depersonalization symptoms says, ""I know the world has not actually changed, but it feels unreal."" This statement most directly indicates:",Delusional conviction,Intact reality testing,Generalized amnesia,Factitious presentation,2,"The client recognizes that the environment has not literally changed, showing preserved reality testing, which supports depersonalization-derealization disorder rather than psychosis.",Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
Which client is the best example of somatic symptom disorder rather than illness anxiety disorder-,A client with almost no bodily symptoms but persistent fear of having cancer,"A client with multiple distressing bodily complaints and excessive worry, time, and energy devoted to them",A client who intentionally induces fever to assume the sick role,A client who suddenly travels away and forgets personal history and energy devoted to them,2,Somatic symptom disorder is centered on substantial somatic symptoms plus disproportionate preoccupation and behavioral investment in them.,Medium,Abnormal Psychology,Chapter 6: Chapter 6,Chapter 6
