Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
"A selection standard excludes applicants with a disability, but the excluded function is marginal rather than essential to the job. Which conclusion is most appropriate?",The exclusion is justified because all job functions are equally important,The exclusion may be unlawful because the requirement is not tied to an essential function,The exclusion is always lawful when safety is mentioned,The exclusion is lawful if managers prefer fully able-bodied workers,2,"Selection requirements should be linked to essential job functions, not marginal ones. Excluding a person with a disability based on a nonessential function can undermine the legitimacy of the requirement.",medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
Which of the following is the best example of a legitimate BFOQ?,Refusing to hire married applicants for sales positions,Hiring only women to play a female dramatic role in a theater production,Hiring only younger workers for a technology job,Refusing to hire persons with accents for customer service jobs,2,This is a classic example of a narrowly construed BFOQ because sex is integral to the authenticity of the dramatic role. BFOQs are limited and cannot be based on stereotypes or convenience.,medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
Which hiring practice is most vulnerable to legal challenge because it can easily conceal bias?,Structured interview with anchored scoring,Work sample with standard criteria,Unstructured interview based on general impressions,Job knowledge test linked to job analysis,3,"Unstructured interviews are more susceptible to bias because scoring is inconsistent and judgments may rest on vague impressions. This makes them harder to defend than structured, job-related procedures.",medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
A valid cognitive ability test shows adverse impact. Which employer response is most legally defensible?,Continue using it without documentation because validity is assumed,Document validity and determine whether another equally valid method has less adverse impact,Stop using all tests permanently,Replace it with supervisor intuition,2,"The legally sound response is not to assume the test is acceptable, but to document its validity and evaluate alternatives that preserve prediction while reducing subgroup disadvantage. This reflects both job relatedness and lesser-impact analysis.",medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
Which statement about affirmative action is most accurate?,It always requires hiring an unqualified minority applicant over a qualified nonminority applicant,It may include lawful efforts to remedy underrepresentation and expand equal opportunity,It is identical to a quota system,It is illegal in all forms,2,"Affirmative action is not identical to quotas and does not require hiring unqualified persons. Properly designed programs aim to address underrepresentation and improve equal opportunity using lawful, tailored means.",medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
Which practice is most consistent with a lawful affirmative action strategy?,Automatically reserving positions for one group regardless of qualifications,Recruiting more actively from underrepresented groups while maintaining job-related standards,Ignoring applicant data to avoid legal scrutiny,Replacing all selection tests with demographic targets,2,"Targeted recruitment is a recognized affirmative action strategy because it broadens opportunity while preserving valid, job-related standards. It promotes inclusion without abandoning merit requirements.",medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
Which statement best reflects the difference between goals and quotas in affirmative action?,"Goals are rigid numerical mandates, while quotas are flexible targets","Goals guide good-faith efforts, while quotas require fixed numerical outcomes","Goals apply only to promotion, while quotas apply only to hiring",There is no meaningful distinction between them,2,"Goals are flexible benchmarks used to guide lawful efforts, whereas quotas impose rigid numerical outcomes that can violate equal-treatment principles. This distinction is important in assessing legality.",medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
An organization wants to address underrepresentation of women in firefighting. Which intervention is most appropriate before preferential hiring is considered?,Eliminating all physical standards,Targeted recruitment and training that help qualified women meet job-relevant standards,Hiring women regardless of test results,Using sex as the sole basis for promotion decisions,2,A lawful and constructive strategy is to increase access and preparedness while preserving valid standards tied to essential job functions. This is less legally problematic than preferential treatment detached from qualifications.,medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
Which is the strongest legal concern when preferential hiring is used?,The program may unnecessarily trammel the rights of nonprotected applicants,The program reduces the number of interviews conducted,The program eliminates the need for job analysis,The program prevents background checks,1,A major legal concern is whether an affirmative action plan is narrowly tailored and avoids unduly burdening others. A lawful plan cannot simply override the rights of other qualified applicants.,medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
Which situation best illustrates a hostile work environment?,A manager rejects an applicant for poor credentials,An employee receives repeated unwanted sexual comments that interfere with work conditions,A supervisor gives corrective feedback on lateness,A company uses a structured personality inventory,2,Hostile work environment exists when unwelcome conduct is severe or pervasive enough to alter working conditions or create an intimidating or offensive workplace. Repeated unwanted sexual remarks fit that pattern.,medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
Quid pro quo harassment is best illustrated by which situation?,Coworkers make offensive jokes in the break room,A supervisor implies that promotion depends on sexual compliance,A hiring panel asks job-related questions,A manager monitors attendance records,2,Quid pro quo harassment occurs when employment benefits or decisions are conditioned on submission to sexual demands. The exchange element is what defines the concept.,medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
Which employer action best reduces liability for workplace harassment?,Ignoring complaints unless a lawsuit is filed,"Adopting clear policies, training staff, and responding promptly to complaints",Telling employees to resolve it among themselves,Avoiding written documentation,2,"Organizations reduce harassment liability by taking preventive and corrective action: establishing policy, educating employees, providing reporting channels, and responding promptly and seriously to complaints.",medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
Which statement is most accurate regarding applicant privacy in employee selection?,Any information that can be collected is automatically lawful to use,Privacy concerns arise when organizations seek information not clearly necessary for legitimate employment purposes,Privacy matters only after an applicant is hired,Privacy is irrelevant if applicants signed a general application form,2,Selection procedures should collect only information relevant to legitimate organizational and job-related purposes. Intrusive or unnecessary inquiries create privacy concerns and ethical risk.,medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
Which practice is most likely to raise a privacy concern during selection?,Administering a validated job knowledge test,Asking applicants about medical history before any job-related basis exists,Reviewing a professional license,Verifying prior employment dates,2,"Medical information is especially sensitive. Asking broad medical-history questions without a legitimate, job-related basis raises privacy and discrimination concerns.",medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
Which statement best captures the legal issue in employee drug testing?,Drug testing is always prohibited,Drug testing can implicate privacy rights and is more legally sensitive in some public-sector contexts,Drug testing is lawful only after two positive interviews,Drug testing is unrelated to workplace safety,2,"Drug testing is not automatically unlawful, but it can raise privacy concerns. In some settings, especially public employment, the reasonableness of testing and the balance between organizational needs and individual privacy become central issues.",medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
Which practice is most appropriate when psychological testing is used in employee selection?,Using any test that appears interesting to management,"Using job-relevant, standardized, reliable, and valid tests administered for an appropriate purpose",Using photocopied instruments from online sources,Releasing raw scores to all supervisors without restriction,2,Ethical and professional assessment requires use of instruments supported by sound psychometric properties and clear relevance to the referral or employment purpose. Standardization and validity protect both fairness and defensibility.,medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
"Under Philippine ethical standards, which action is most appropriate when a psychometrician conducts assessment for a hiring organization?",Release raw test data to any manager who asks for it,"Clarify who the client is, the probable use of results, and the limits of confidentiality",Discuss applicant scores openly with coworkers to speed decision-making,Use outdated norms if the organization prefers them,2,"In third-party organizational assessments, the psychometrician must clarify roles, the intended use of information, and the boundaries of confidentiality from the outset. This protects the applicant, the organization, and the integrity of the assessment process.",medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
A psychometrician is asked to administer a specialized assessment tool that is outside their training and competence. What is the best course of action?,Proceed because the employer requested it,Proceed if there is no time to find another professional,Decline or seek proper supervision/training and make an appropriate referral if needed,Let an HR assistant interpret the results,3,"A psychometrician should work within the boundaries of competence. If the tool or population exceeds current preparation, the proper response is to obtain supervision or training, or refer appropriately rather than proceed unprepared.",medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
Which practice would be most inconsistent with RA 10029-aligned ethical practice in selection assessment?,Administering tests within one's competence,Maintaining confidentiality of assessment information,Delegating test interpretation to an unqualified person,Using scientifically grounded procedures,3,"Interpretation of assessment results requires professional competence. Delegating that task to an unqualified person risks error, misuse of data, and violation of professional and legal standards consistent with RA 10029.",medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
Which statement is most consistent with ethical informed consent in employee assessment?,Consent is unnecessary in organizational settings,Applicants should be informed in understandable language about the nature and purpose of assessment and relevant limits of confidentiality,Consent is required only if the applicant fails,Applicants should be told only what management approves,2,"Ethically sound informed consent requires understandable explanation of what the assessment is for, how information will be used, and what confidentiality limits exist. This is especially important in organizational assessment with third-party involvement.",medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
"A hiring organization requests the full raw responses of an applicant on a personality test. Under sound ethical practice, the best response is to:",Release all raw data immediately to maintain transparency,Release only interpreted results to authorized parties and protect raw test data unless proper authority requires otherwise,Post the results in the applicant's personnel file without restriction,Allow any interview panel member to inspect the protocols,2,"Raw test data require careful protection because misuse may distort interpretation and compromise test security. The ethically sound practice is to release only what authorized recipients need, usually interpreted findings rather than unrestricted raw data.",medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
Which of the following best reflects test security in employee selection?,Photocopying secure test materials for convenience,Letting applicants review answer keys after testing,Protecting test materials and limiting access to qualified users,Posting sample items from the operational test on social media,3,"Test security exists to preserve the integrity, fairness, and validity of assessment tools. Secure handling and restricted access are essential to prevent compromise of test content.",medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
Which situation most clearly violates ethical boundaries in employee selection?,A psychometrician explains results in nontechnical language to an authorized recipient,A psychometrician administers a relevant ability test under standard conditions,A psychometrician recommends an applicant's rejection because the applicant declined a personal date invitation,A psychometrician documents reservations about test interpretation,3,"This is a clear ethical violation involving exploitation, conflict of interest, and abuse of professional authority. Selection recommendations must never be influenced by personal or romantic motives.",medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
"A company learns that its interview process disadvantages one protected group because panelists use vague ""culture fit"" judgments. What is the best corrective step?",Retain the same process because culture fit is important,Shift to a structured interview with job-related criteria and standardized scoring,Add more panelists but keep the same approach,Stop interviewing all applicants,2,"Structured interviews improve consistency, reduce vague subjective judgments, and tie decisions to job-related criteria. This makes them both fairer and more legally defensible than informal ""culture fit"" assessments.",medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
Which statement best summarizes the most defensible approach to legal and ethical employee selection?,Use the cheapest tools available and rely on managerial instinct,"Apply the same procedure to everyone, even if it lacks validity","Base selection on job analysis, valid evidence, fairness, privacy protection, and competent ethical practice",Avoid documenting selection decisions to reduce legal exposure,3,"The strongest legal and ethical selection system begins with job analysis, uses valid and fair procedures, protects privacy, documents decisions, and ensures that assessment is conducted by competent professionals under proper ethical standards.",medium,Industrial/Organizational Psychology,Chapter 3,Legal Issues in Employee Selection
Which statement best explains why references and letters of recommendation often have limited value in employee selection?,They are too costly to obtain for most organizations,Applicants usually choose sources who are likely to describe them favorably,They primarily measure cognitive ability rather than job performance,They are prohibited in most professional positions,2,References and recommendation letters often have limited discriminative value because applicants typically select people who will describe them positively. This inflates ratings and reduces the usefulness of references in distinguishing among candidates.,medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
"A company asks all final applicants to submit references. Nearly all letters describe applicants as outstanding, highly motivated, and excellent team players. Which problem in references is best illustrated?",Restriction of range,Criterion contamination,Positive distortion or leniency,Adverse impact,3,"When nearly all applicants are rated as exceptional, the ratings show leniency or positive distortion. This reduces variability and makes the method poor at separating strong from weak candidates.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which of the following is most likely to be obtained from a reference check?,A direct measure of mechanical aptitude,The recommender's willingness to rehire the applicant,The applicant's percentile score in conscientiousness,A standardized estimate of future productivity,2,"Reference checks commonly seek information such as employment history, character evaluations, job performance impressions, and whether the recommender would rehire the applicant.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
An admissions committee wants to improve the usefulness of recommendation letters. Which revision is most appropriate?,Require only narrative letters with no structure,Use rating forms for dimensions such as initiative and communication skill,Accept letters only from personal friends,Remove all waivers so recommenders will be less honest,2,"Structured forms improve references by asking recommenders to rate applicants on relevant dimensions, making the information more comparable across candidates and less purely narrative.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
One reason many organizations now give only job title and dates of employment during reference checks is:,they believe references are more valid when brief,they are required to avoid all discussion of work behavior,they fear legal consequences from giving negative recommendations,they want applicants to provide their own performance ratings,3,Many employers restrict references to neutral facts because of concern over litigation from former employees who may challenge negative comments.,medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which employee screening method is designed to assess what an applicant can actually do by requiring performance of job-relevant tasks?,Interest inventory,Work sample,Graphology,Credit check,2,"A work sample requires the applicant to perform job-related tasks, making it a direct and behaviorally grounded predictor of actual job capability.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
"A police department requires applicants to respond to realistic exercises involving decision making, role handling, and stress tolerance across multiple simulated tasks. This method is best classified as:",biodata,assessment center,integrity inventory,reference screening,2,"Assessment centers use multiple exercises, simulations, and evaluators to assess job-relevant dimensions such as leadership, decision making, and stress tolerance.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which statement best reflects a major principle in choosing employee tests?,Reliability is sufficient even without validity,Valid tests need not be job related,A selection device should be both reliable and valid,Face validity is more important than actual prediction,3,A defensible screening method must produce consistent scores and must meaningfully predict or represent job-relevant criteria. Reliability without validity is insufficient.,medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
A screening test produces highly similar scores for the same applicant across repeated administrations when no real change has occurred. This reflects:,construct validity,reliability,utility,criterion contamination,2,Reliability refers to score stability and consistency. Similar scores across repeated measurement indicate the instrument is dependable.,medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which kind of validity is most directly supported when test scores are shown to correlate with later job performance?,Content validity,Face validity,Criterion-related validity,Divergent validity,3,"Criterion-related validity is demonstrated when test scores correlate with a relevant outcome such as later job performance, productivity, or supervisor ratings.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
A company develops a typing test by sampling the actual keyboarding tasks required in the target job. This is strongest evidence for:,content validity,predictive bias,utility analysis,leniency control,1,"A typing test built from the actual tasks of the job samples the job content directly, which supports content validity.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which statement about test batteries is most accurate?,One predictor is usually enough for complex jobs,Combining several predictors may improve overall prediction of job performance,Test batteries reduce validity because they measure too many traits,Test batteries eliminate the need for job analysis,2,Complex jobs require multiple competencies. Using several relevant predictors in a battery can improve overall forecasting of job success.,medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which employee attribute is most directly measured by a job knowledge test?,Willingness to rehire,Knowledge already acquired that is relevant to the job,Stable personality tendencies,Degree of organizational fit only,2,Job knowledge tests measure what the applicant has already learned that is directly relevant to performing the job.,medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which pair consists of methods generally regarded as stronger predictors of future job performance than references?,Work samples and cognitive ability tests,Graphology and interest inventories,References and handwriting analysis,Credit history and horoscope matching,1,"Among common methods, work samples and cognitive ability tests tend to show stronger validity than references, which are often weak predictors because of leniency and low differentiation.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
A supervisor argues that an applicant with high grades should automatically be hired because grades always predict success in every job. Which is the best evaluation?,"Correct, because educational performance is always the best predictor","Correct, because grades are more valid than any test","Incorrect, because no single predictor is universally best across all jobs","Incorrect, because grades are never job related",3,"The utility of any predictor depends on the job, criterion, and context. Educational achievement can help in some cases but should not automatically determine hiring.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which statement best distinguishes biodata from an ordinary application form?,Biodata contains only demographic information,Biodata uses empirically keyed items shown to differentiate successful from unsuccessful employees,Biodata is based solely on interviewer judgment,Biodata cannot be used in employee selection,2,"Biodata consists of background items that research has shown are associated with performance or other relevant criteria, with items often weighted empirically.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which of the following is the best example of a biodata item?,"""Do you seem friendly to strangers?""","""How many times were you absent from work in the last 12 months?""","""Would your friends say you are creative?""","""What is your favorite leisure activity?""",2,"Biodata items ask about past behaviors, experiences, and history that can be empirically linked to job criteria. Prior absence history is a classic biodata-type variable.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which statement about personality inventories in selection is most accurate?,They are universally the strongest predictors for all jobs,They may add value when used together with other selection methods,They should replace interviews and ability tests,They are never relevant to organizational fit,2,"Personality measures are often more useful as part of a multi-method system, where they complement ability tests, interviews, or work samples.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
"A firm wants to assess whether applicants are likely to engage in theft, dishonesty, or counterproductive behavior. Which tool is most directly designed for this purpose?",Integrity test,Interest inventory,Motor ability test,Work sample,1,Integrity tests are specifically intended to assess honesty-related tendencies and risk for theft or counterproductive workplace behavior.,medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Conditional reasoning tests are primarily intended to:,evaluate typing speed under pressure,identify underlying reasoning patterns associated with counterproductive tendencies,replace all other personality measures,determine verbal aptitude only,2,"Conditional reasoning tests attempt to detect reasoning biases that may justify aggression, dishonesty, or other counterproductive behavior.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which selection method is most vulnerable to criticism for low face validity and weak acceptance by applicants?,Structured interview,Work sample,Graphology,Job knowledge test,3,"Graphology is often viewed as weakly job related and unsupported as a strong predictor, making it vulnerable to criticism in both scientific and applicant-reaction terms.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which statement best describes a key legal concern in employee testing?,Tests are acceptable as long as they are inexpensive,Tests should be avoided if applicants dislike them,Tests that create adverse impact must be job related and defensible,Tests become legal once purchased from a publisher,3,"A key legal principle is that when a selection tool disproportionately disadvantages a protected group, the organization must show that the test is job related and consistent with business necessity.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which selection device is most likely to produce substantial adverse impact relative to many alternatives?,Reference check,Cognitive ability test,Integrity test,Personality inventory,2,"Cognitive ability measures often show the strongest subgroup mean differences compared with many other methods, which can raise adverse impact concerns despite strong predictive validity.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which method is most likely to be seen by applicants as job related and fair?,Graphology,Work sample,Generic personality test with unclear relevance,Random social media search,2,Applicants tend to view work samples as fair because they directly relate to the actual job and allow candidates to demonstrate capability.,medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
"A hospital screens applicants through interviews, work samples, and tests. Which practice is most consistent with ethical and professional standards in assessment?",Use any available test as long as it is popular,"Use tests that are standardized, valid, reliable, and appropriate for the client population",Release raw scores to supervisors so they can interpret them freely,Substitute photocopied materials when originals are unavailable,2,"Ethical assessment practice requires the selection and administration of standardized, valid, reliable tools with norms and relevance appropriate to the examinee population and referral question.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
"Under Philippine ethical standards, a psychometrician should administer assessment tools that are:",convenient and brief regardless of referral purpose,"appropriate to the language, competence, and relevant characteristics of the test taker",limited to self-report measures only,chosen by the employer without professional review,2,Assessment must match the examinee's language ability and relevant characteristics so results are fair and interpretable.,medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which practice is most ethical when obtaining consent for employment-related assessment services?,Skip explanation because organizational assessment is always exempt from consent,"Explain the nature of services, financial arrangements when relevant, potential risks, and limits of confidentiality",Promise that all results will remain confidential under all conditions,Allow the employer alone to determine what the examinee should know,2,"Ethical informed consent requires understandable explanation of what the service involves and the boundaries of confidentiality, especially in organizational settings.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which action would violate standards on release of test data?,Explaining results in nontechnical language to an authorized recipient,Releasing test results to the referral source as agreed,Turning over raw scores and item responses to unauthorized persons,Supervising the release of results to an institution,3,"Raw scores, item responses, and related testing data should not be released to unauthorized or unqualified persons because of confidentiality, misuse, and interpretive risks.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
A psychometrician is asked to use an outdated test because it is cheaper and familiar to the HR manager. What is the best response?,Use it if most examinees are adults,"Use it only for screening, not interpretation",Refuse to base conclusions on obsolete tests or outdated results,Use it if the employer signs a waiver,3,Ethical standards prohibit basing conclusions and recommendations on obsolete tests or outdated results because they may not validly support decisions.,medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which practice best protects confidentiality in employee assessment?,Sending results through unsecured channels for convenience,Discussing case details only with clearly concerned persons and limiting disclosure to what is necessary,Sharing item responses with coworkers for peer feedback,Posting results in a group database open to line managers,2,Confidentiality requires restricting disclosure to those with legitimate need and only to the minimum necessary information.,medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
A licensed psychometrician is asked to interpret a complex personality battery independently for executive hiring without appropriate supervision or competence. Which is the best action?,Proceed because the employer requested it,Interpret only the positive scales,Work within boundaries of competence and make an appropriate referral or seek proper supervision,Let the applicant self-interpret the profile,3,"Professionals must operate within their competence. When expertise is insufficient, they should not independently interpret beyond their training; referral or proper supervision is required.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
"In personnel selection, the phrase ""best predictor of future performance is past performance"" most directly supports the use of:","references and prior behavioral records, though with caution",graphology alone,random assignment,projective drawing tests,1,"Past behavior is often informative about future behavior, which partly explains the appeal of references and prior record-based methods. However, such methods must be interpreted cautiously because of leniency, bias, and inconsistency.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which statement best explains why standardized testing is often preferred over informal judgment alone in selection?,"Standardized procedures help ensure uniform administration, scoring, and interpretation",Standardized tests are always free from faking,Standardized tests eliminate the need for professional competence,Standardized tests never require validation studies,1,"Standardization improves fairness and comparability by reducing arbitrary differences in administration and scoring, making the assessment process more defensible than informal impressions alone.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
A psychometrician conducting teleassessment notices unstable internet connectivity during a timed test. What is the most appropriate ethical response?,Ignore the problem because all online scores are equivalent,Inform the test taker about the implications of poor connectivity on performance,Automatically fail the examinee,Release the incomplete raw data immediately,2,"In teleassessment, poor internet quality can affect timed performance and score interpretation. The examinee should be informed of this limitation.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which integrated approach is most defensible for hiring in a safety-sensitive job?,One brief interview only,Reference check only,"Combination of job-related predictors such as cognitive ability, work samples, structured assessment, and background review",Personality inventory only,3,"For safety-sensitive work, a multimethod, job-related approach is strongest. Combining complementary predictors is more defensible than relying on a single weak device.",medium,Industrial/Organizational Psychology,Chapter 5,Employee Selection References and Testing
Which characteristic of a selection procedure refers to the consistency and stability of scores across repeated measurement?,Validity,Reliability,Utility,Defensibility,2,"Reliability refers to the consistency, stability, and freedom from random error of scores obtained from a selection measure. A selection tool must produce dependable scores before it can be trusted for hiring decisions.",medium,Industrial/Organizational Psychology,Chapter 6,Evaluating Selection Techniques and Decisions
A company administers the same aptitude test to the same group of applicants twice and correlates the two sets of scores. Which type of reliability is being assessed?,Internal consistency,Interrater reliability,Test-retest reliability,Parallel-forms reliability,3,Test-retest reliability is assessed by administering the same test to the same people on two occasions and correlating the resulting scores. It evaluates temporal stability.,medium,Industrial/Organizational Psychology,Chapter 6,Evaluating Selection Techniques and Decisions
An HR department develops two equivalent versions of a clerical ability test and gives both versions to the same applicants. The correlation between the two forms is primarily evidence of:,Content validity,Parallel-forms reliability,Criterion contamination,Face validity,2,"When two equivalent versions of a test are administered and correlated, the procedure estimates alternate- or parallel-forms reliability. It shows whether different versions measure the same construct consistently.",medium,Industrial/Organizational Psychology,Chapter 6,Evaluating Selection Techniques and Decisions
Which reliability estimate is most appropriate when two interviewers independently score the same structured interview?,Alternate-forms reliability,Internal consistency,Scorer reliability,Test-retest reliability,3,"Scorer reliability, also called interrater reliability, reflects the degree to which different evaluators assign similar ratings to the same performance or response set. This is essential in interviews and assessment centers.",medium,Industrial/Organizational Psychology,Chapter 6,Evaluating Selection Techniques and Decisions
"In employee selection, validity is best defined as the extent to which a selection tool:",is inexpensive to administer,appears fair to applicants,measures what it is intended to measure or predicts relevant job performance,produces identical scores for all applicants,3,"Validity refers to the extent to which a selection procedure actually measures the intended construct or predicts relevant job outcomes. In personnel selection, this is central to sound inference and defensible decision-making.",medium,Industrial/Organizational Psychology,Chapter 6,Evaluating Selection Techniques and Decisions
A selection test for machine operators includes items based directly on the job's actual tasks and knowledge requirements identified through job analysis. This is the strongest evidence for:,Predictive validity,Content validity,Concurrent validity,Divergent validity,2,"Content validity is supported when test items directly reflect job tasks, duties, or knowledge requirements derived from job analysis. It is especially relevant when the test samples the domain of work behavior.",medium,Industrial/Organizational Psychology,Chapter 6,Evaluating Selection Techniques and Decisions
An organization correlates applicants' entrance test scores with their job performance ratings obtained one year after hiring. This approach is an example of:,Concurrent validation,Content validation,Predictive validation,Construct validation,3,"Predictive validation involves administering a predictor before employment or before criterion data are available, then correlating those scores with later job performance. This is often considered strong evidence for selection use.",medium,Industrial/Organizational Psychology,Chapter 6,Evaluating Selection Techniques and Decisions
A company administers a new selection test to current employees and correlates test scores with their present performance ratings. This is an example of:,Concurrent validity,Predictive validity,Face validity,Incremental validity,1,Concurrent validity is obtained when test scores from current employees are correlated with their existing performance levels. It is commonly used when immediate criterion data are needed.,medium,Industrial/Organizational Psychology,Chapter 6,Evaluating Selection Techniques and Decisions
Which statement best distinguishes reliability from validity?,"Reliability concerns legal defensibility, whereas validity concerns cost","Reliability concerns consistency, whereas validity concerns accuracy or job relevance","Reliability applies only to interviews, whereas validity applies only to tests","Reliability is subjective, whereas validity is never statistical",2,"Reliability answers whether scores are stable and consistent. Validity answers whether the scores support accurate, job-relevant interpretations and predictions. A tool can be reliable without being valid.",medium,Industrial/Organizational Psychology,Chapter 6,Evaluating Selection Techniques and Decisions
A very reliable test may still be unsuitable for selection because it:,may not predict job performance,always leads to adverse impact,cannot be standardized,is too short to score,1,A test can produce highly consistent scores and still fail to measure something useful for the job. Reliability is necessary but not sufficient for validity.,medium,Industrial/Organizational Psychology,Chapter 6,Evaluating Selection Techniques and Decisions
Which of the following best reflects a cost-efficiency concern in personnel selection?,Whether test items represent actual job duties,Whether the procedure yields stable scores,Whether the gains from improved hiring outweigh the financial and administrative costs of using the method,Whether applicants find the procedure attractive,3,Cost-efficiency concerns whether the benefits of better selection decisions justify the direct and indirect costs of the assessment procedure. A method should not only work; it should be worth using.,medium,Industrial/Organizational Psychology,Chapter 6,Evaluating Selection Techniques and Decisions
"A company wants to estimate the practical value of a valid test by considering the selection ratio, base rate, and validity coefficient. Which approach is most directly useful?",Holland tables,Taylor-Russell tables,Thurstone scaling,Guttman scaling,2,"Taylor-Russell tables help estimate the proportion of successful hires expected from a selection procedure based on the predictor's validity, the selection ratio, and the base rate of success.",medium,Industrial/Organizational Psychology,Chapter 6,Evaluating Selection Techniques and Decisions
"In the context of Taylor-Russell tables, the base rate refers to:",the proportion of applicants who are hired,the average score of incumbents on the predictor,the proportion of current employees who would be successful without using the new test,the minimum cut score required for hiring,3,The base rate is the estimated proportion of applicants or incumbents who would succeed even without the new selection device. It indicates how much improvement is possible.,medium,Industrial/Organizational Psychology,Chapter 6,Evaluating Selection Techniques and Decisions
"In selection, the selection ratio is best defined as:",the proportion of job duties measured by the test,the proportion of applicants hired from the total applicant pool,the correlation between the predictor and criterion,the ratio of minority to majority applicants,2,Selection ratio is the number hired divided by the number of applicants. Lower selection ratios typically increase the usefulness of an effective predictor because the organization can be more selective.,medium,Industrial/Organizational Psychology,Chapter 6,Evaluating Selection Techniques and Decisions
A test has the greatest practical usefulness when:,validity is low and base rate is high,validity is high and there is room to improve decisions beyond chance or prior methods,selection ratio is 1.00,all applicants score similarly,2,"A selection method is most useful when it predicts well and when the organization has meaningful opportunity to improve over existing decision quality. If nearly everyone would succeed anyway, gains are smaller.",medium,Industrial/Organizational Psychology,Chapter 6,Evaluating Selection Techniques and Decisions
