Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
A child develops hives and breathing difficulty shortly after eating peanuts. This situation most directly reflects: A. Egocentrism B. A food allergy C. Conservation failure D. Private speech,Egocentrism,A food allergy,Conservation failure,Private speech,2,"Hives and breathing difficulty after a specific food exposure indicate an abnormal immune response consistent with a food allergy, which may be serious or life-threatening.",Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
Which preventive measure is most directly aimed at reducing accidental injury among preschool children in the home- A. Increasing pretend play opportunities B. Encouraging animistic thinking C. Safe storage of medicines and hazardous substances D. Teaching phonological awareness,Increasing pretend play opportunities,Encouraging animistic thinking,Safe storage of medicines and hazardous substances,Teaching phonological awareness,3,Many accidental injuries in early childhood are preventable through environmental safety measures. Safe storage reduces poisoning and related home accidents among curious preschoolers.,Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
"Which child is most likely to experience greater health risks due to environmental influences- A. A child in a family with stable access to nutrition, housing, and medical care B. A child in a low-resource setting with unmet medical and dental needs C. A child who prefers solitary play D. A child with an imaginary friend","A child in a family with stable access to nutrition, housing, and medical care",A child in a low-resource setting with unmet medical and dental needs,A child who prefers solitary play,A child with an imaginary friend,2,"Environmental influences such as poverty, limited access to health care, and inadequate living conditions increase the risk for illness, injury, and poorer developmental outcomes.",Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
"In Piaget's theory, the hallmark of preoperational thought is that the child: A. Can reason abstractly about hypothetical situations B. Uses symbolic thought but not yet logical operations effectively C. Understands formal logic and reversibility D. Reliably solves conservation problems",Can reason abstractly about hypothetical situations,Uses symbolic thought but not yet logical operations effectively,Understands formal logic and reversibility,Reliably solves conservation problems,2,"The preoperational stage is marked by expanded symbolic thinking, especially in language and pretend play, while logical mental operations remain immature.",Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
A 4-year-old uses a banana as a telephone during play. This best illustrates: A. Conservation B. Symbolic function C. Deductive reasoning D. Seriation,Conservation,Symbolic function,Deductive reasoning,Seriation,2,"Using one object to represent another shows symbolic function, a major advance in preoperational thought and pretend play.",Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
A child concludes that the moon is following him because it appears wherever he goes. This is the best example of: A. Class inclusion B. Transductive reasoning C. Metamemory D. Zone of proximal development,Class inclusion,Transductive reasoning,Metamemory,Zone of proximal development,2,"Transductive reasoning involves jumping from one particular event to another and inferring a causal relation without logical basis, as when the child misinterprets the moon's movement.",Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
Which behavior best illustrates egocentrism in early childhood- A. A child counts candies to divide them equally B. A child assumes others see a picture exactly as the child sees it C. A child repeats unfamiliar words aloud D. A child remembers a recent birthday party,A child counts candies to divide them equally,A child assumes others see a picture exactly as the child sees it,A child repeats unfamiliar words aloud,A child remembers a recent birthday party,2,Egocentrism in Piaget's sense refers to difficulty taking another person's perspective. The child assumes others perceive the situation exactly as the child does.,Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
"A 5-year-old says a taller, thinner glass contains more water than a short, wide glass even after watching the water being poured. Which limitation is most directly involved- A. Centration B. Scaffolding C. Deferred imitation D. Overregularization",Centration,Scaffolding,Deferred imitation,Overregularization,1,"Centration is focusing on one dimension of a situation, such as height, while neglecting another, such as width. This is a major reason preschoolers fail liquid conservation tasks.",Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
Which statement best explains why preschoolers often fail conservation tasks- A. They lack all memory for the original amount B. They focus on one perceptual dimension and have difficulty mentally reversing the action C. They cannot use language to answer questions D. They have not yet developed object permanence,They lack all memory for the original amount,They focus on one perceptual dimension and have difficulty mentally reversing the action,They cannot use language to answer questions,They have not yet developed object permanence,2,Preschoolers often fail conservation because of centration and irreversibility. They attend to appearance and cannot mentally reverse the transformation.,Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
"A 4-year-old gives her mother the Brussels sprouts when asked, even though she personally dislikes them. This most strongly suggests development of: A. Animism B. Theory of mind C. Class inclusion D. Irreversibility",Animism,Theory of mind,Class inclusion,Irreversibility,2,"Passing food to another person despite one's own dislike suggests understanding that another person can have a different preference or desire, which reflects theory of mind.",Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
"Which statement about theory of mind in early childhood is most accurate- A. It refers only to children's understanding of visual perception B. It involves awareness that other people have their own beliefs, desires, and intentions C. It is identical to conservation ability D. It develops only after formal schooling begins",It refers only to children's understanding of visual perception,"It involves awareness that other people have their own beliefs, desires, and intentions",It is identical to conservation ability,It develops only after formal schooling begins,2,Theory of mind is broad awareness that mental states differ across people and guide behavior. It goes beyond simple perception.,Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
Which task primarily measures recognition rather than recall- A. Asking a child to name all classmates from memory B. Asking a child to retell a story without cues C. Asking a child to point to a previously seen picture among several choices D. Asking a child to explain why a rule exists,Asking a child to name all classmates from memory,Asking a child to retell a story without cues,Asking a child to point to a previously seen picture among several choices,Asking a child to explain why a rule exists,3,Recognition requires identifying previously encountered information when options are present. It is generally easier than recall in early childhood.,Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
Which statement about memory in early childhood is most accurate- A. Recall is generally stronger than recognition B. Working memory capacity shows substantial improvement during the period C. Autobiographical memory is fully mature by age 3 D. Encoding no longer depends on adult interaction,Recall is generally stronger than recognition,Working memory capacity shows substantial improvement during the period,Autobiographical memory is fully mature by age 3,Encoding no longer depends on adult interaction,2,"Information-processing development in early childhood includes gains in working memory, which support better thinking, remembering, and task performance.",Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
A teacher helps a preschooler remember the steps in handwashing by giving verbal prompts only when needed and gradually reducing assistance. This best illustrates: A. Centration B. Scaffolding C. Animism D. Classical conditioning,Centration,Scaffolding,Animism,Classical conditioning,2,Scaffolding occurs when an adult structures assistance to support a child's performance and gradually withdraws help as competence increases.,Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
Which statement best reflects a Vygotskian view of intelligence in early childhood- A. Intelligence is fixed and fully captured by a single score B. Intelligence is best understood only through timed paper-and-pencil testing C. Guided support can reveal a child's potential level of performance D. Intelligence depends solely on maturation,Intelligence is fixed and fully captured by a single score,Intelligence is best understood only through timed paper-and-pencil testing,Guided support can reveal a child's potential level of performance,Intelligence depends solely on maturation,3,"Vygotskian approaches emphasize what the child can do with assistance, not only what the child can do independently. This highlights developmental potential.",Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
A major limitation of traditional psychometric testing in young children is that: A. It always measures potential better than present performance B. Scores may be influenced by home environment and socioeconomic factors C. It cannot be standardized D. It is never useful for educational planning,It always measures potential better than present performance,Scores may be influenced by home environment and socioeconomic factors,It cannot be standardized,It is never useful for educational planning,2,"Traditional psychometric scores may reflect environmental opportunity as well as ability. Home stimulation, language exposure, and socioeconomic conditions can affect performance.",Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
"A preschooler hears the word ""umbrella"" once and correctly uses it later in a new sentence. This is best described as: A. Conservation B. Fast mapping C. Egocentrism D. Rehearsal failure",Conservation,Fast mapping,Egocentrism,Rehearsal failure,2,Fast mapping refers to the child's quick initial grasp of a new word's meaning after limited exposure.,Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
Which statement best describes language development in early childhood- A. Vocabulary growth slows markedly after toddlerhood B. Grammar and syntax become increasingly sophisticated C. Pragmatics remains unchanged across the period D. Private speech is always a sign of pathology,Vocabulary growth slows markedly after toddlerhood,Grammar and syntax become increasingly sophisticated,Pragmatics remains unchanged across the period,Private speech is always a sign of pathology,2,"During early childhood, vocabulary expands rapidly and children show increasingly complex use of grammar and syntax.",Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
Which example best illustrates pragmatics- A. Knowing how to form plural nouns B. Knowing how to adjust speech when talking to a teacher versus a playmate C. Repeating a new word several times D. Naming as many animals as possible,Knowing how to form plural nouns,Knowing how to adjust speech when talking to a teacher versus a playmate,Repeating a new word several times,Naming as many animals as possible,2,Pragmatics concerns the socially appropriate use of language in context. Adjusting one's speech to fit the listener or setting is a pragmatic skill.,Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
"A child whispers, ""First the red block, then the blue one,"" while trying to solve a puzzle alone. This is best interpreted as: A. Echolalia B. Private speech that may aid self-regulation C. Evidence of severe thought disorder D. Failure of social speech",Echolalia,Private speech that may aid self-regulation,Evidence of severe thought disorder,Failure of social speech,2,Private speech is common in early childhood and often helps children guide their own thinking and behavior during problem solving.,Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
Which child is at greatest risk for persistent consequences if an early language delay is left untreated- A. A child whose delay affects only pronunciation of one sound B. A child whose delay is ignored despite broader communication difficulties C. A child who speaks two languages D. A child who uses private speech during play,A child whose delay affects only pronunciation of one sound,A child whose delay is ignored despite broader communication difficulties,A child who speaks two languages,A child who uses private speech during play,2,"Untreated language delays can have significant cognitive, social, and emotional consequences, especially when the difficulties are broader and persistent.",Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
"Emergent literacy is best defined as: A. Formal reading instruction that begins in Grade 1 B. Preschool development of skills, knowledge, and attitudes underlying reading and writing C. The child's ability to decode multisyllabic words independently D. Memorization of the alphabet song only",Formal reading instruction that begins in Grade 1,"Preschool development of skills, knowledge, and attitudes underlying reading and writing",The child's ability to decode multisyllabic words independently,Memorization of the alphabet song only,2,Emergent literacy refers to the foundational abilities and orientations toward print and language that prepare children for later reading and writing.,Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
"Which home practice is most likely to support emergent literacy- A. Limiting all conversation so the child can focus on print B. Reading aloud and discussing pictures, events, and meanings C. Waiting until formal schooling before introducing books D. Correcting every speech error immediately",Limiting all conversation so the child can focus on print,"Reading aloud and discussing pictures, events, and meanings",Waiting until formal schooling before introducing books,Correcting every speech error immediately,2,"Reading aloud with active interaction strengthens vocabulary, comprehension, narrative knowledge, and print-related understanding, all of which support emergent literacy.",Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
Which statement best reflects a sound view of preschool education- A. All effective preschools emphasize academics to the exclusion of play B. Early education should match developmental needs and support broad readiness skills C. Preschool is unnecessary if a child can already speak in sentences D. Kindergarten readiness depends only on IQ,All effective preschools emphasize academics to the exclusion of play,Early education should match developmental needs and support broad readiness skills,Preschool is unnecessary if a child can already speak in sentences,Kindergarten readiness depends only on IQ,2,"Good preschool education is developmentally appropriate and supports cognitive, language, social, and self-regulatory growth, not narrow academic pressure alone.",Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
A psychometrician is asked to administer a developmental assessment to a 5-year-old using a tool that is not appropriate to the child's language background. Which action is most ethical- A. Proceed because any standardized test is acceptable for young children B. Administer the test and simply omit language-related reservations in the report C. Use an assessment appropriate to the child's language and characteristics D. Let an untrained aide explain the items to save time,Proceed because any standardized test is acceptable for young children,Administer the test and simply omit language-related reservations in the report,Use an assessment appropriate to the child's language and characteristics,Let an untrained aide explain the items to save time,3,"Ethical assessment requires using tools appropriate to the client's language, competence, and relevant characteristics. A psychometrician should avoid misusing instruments that could produce invalid conclusions. This is consistent with professional obligations on appropriate test use and fairness in interpretation, and it reflects the duty to work within competence and proper assessment standards under Philippine ethical practice.",Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
"A psychometrician is requested by a preschool director to give raw test scores of a child directly to all classroom staff for ""transparency."" Under ethical standards, the best response is to: A. Release all raw scores because the school requested them B. Release only information explicitly allowed and protect raw test data from unauthorized use C. Post the results in the faculty room for educational purposes D. Refuse to explain any results to anyone",Release all raw scores because the school requested them,Release only information explicitly allowed and protect raw test data from unauthorized use,Post the results in the faculty room for educational purposes,Refuse to explain any results to anyone,2,"Ethical standards require protection of test data, limits on disclosure, and careful explanation of results only to authorized persons. Raw and scaled scores should not be casually released to unauthorized individuals. Findings should be communicated in a controlled, appropriate manner with confidentiality protected.",Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
"A registered psychometrician in the Philippines is invited to independently provide therapy to a 6-year-old after conducting assessment. What is the most appropriate response- A. Accept, because assessment authority automatically includes therapy B. Accept, if the parents insist C. Decline, because psychometricians are prohibited from practicing therapy except in emergencies and must work within legal boundaries D. Accept, provided the child is a minor","Accept, because assessment authority automatically includes therapy","Accept, if the parents insist","Decline, because psychometricians are prohibited from practicing therapy except in emergencies and must work within legal boundaries","Accept, provided the child is a minor",3,"Under Philippine ethical and legal standards, psychometricians must practice within the boundaries prescribed by law and, where applicable, under the supervision of a registered psychologist. They are prohibited from independently practicing therapy except in emergency situations. This directly reflects RA 10029-related scope limitations and the ethical code's provisions on competence and role boundaries.",Medium,Developmental Psychology,Chapter 7: Physical and Cognitive Development in Early Childhood,Physical and Cognitive Development in Early Childhood
"A 4-year-old describes herself as ""fast,"" ""pretty,"" and ""the one with the red shoes,"" but cannot yet integrate these traits into a coherent whole. This pattern is best described as: A. Identity achievement B. Single representations in self-definition C. Gender constancy D. Industry",Identity achievement,Single representations in self-definition,Gender constancy,Industry,2,"Early in childhood, self-definition is often concrete, fragmented, and based on isolated observable traits. The child can list separate characteristics but cannot yet integrate them into a coherent, balanced self-description.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
"Which statement best characterizes self-esteem in early childhood- A. It is usually specific, stable, and based mainly on peer comparison B. It is generally global and often unrealistic C. It is absent until middle childhood D. It depends mainly on formal operational thought","It is usually specific, stable, and based mainly on peer comparison",It is generally global and often unrealistic,It is absent until middle childhood,It depends mainly on formal operational thought,2,Self-esteem in early childhood is commonly broad and overly positive. Young children often base self-evaluations on adult approval and have not yet developed the cognitive maturity for nuanced self-assessment.,Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
"A preschool child says, ""I am always good at everything,"" even after repeated failure in a task. This most strongly reflects: A. Mature self-evaluation B. Unrealistic self-esteem in early childhood C. Learned helplessness D. Inferiority",Mature self-evaluation,Unrealistic self-esteem in early childhood,Learned helplessness,Inferiority,2,Preschool children often maintain highly favorable global self-views even when performance is inconsistent. Their self-evaluation is not yet well calibrated to repeated failure.,Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
Which developmental gain best explains why preschoolers begin to describe themselves in more organized ways than toddlers- A. Emergence of representational mappings B. Mastery of conservation C. Development of formal operations D. Establishment of object permanence,Emergence of representational mappings,Mastery of conservation,Development of formal operations,Establishment of object permanence,1,"Representational mappings allow children to connect separate characteristics into simple relationships, supporting more organized self-description than the isolated traits seen earlier.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
A 5-year-old feels proud after helping clean up toys and feels guilty after breaking a class rule. These are best classified as: A. Reflexive emotions B. Social emotions C. Sensorimotor reactions D. Temperamental styles,Reflexive emotions,Social emotions,Sensorimotor reactions,Temperamental styles,2,Pride and guilt are social emotions because they involve self-awareness and evaluation of one's behavior in relation to others' standards and expectations.,Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
Which statement about emotional understanding in early childhood is most accurate- A. Preschoolers fully understand mixed emotions in all situations B. Emotional understanding develops gradually and hierarchically C. Young children cannot identify emotions in others D. Emotion understanding appears only after age 10,Preschoolers fully understand mixed emotions in all situations,Emotional understanding develops gradually and hierarchically,Young children cannot identify emotions in others,Emotion understanding appears only after age 10,2,"Preschool emotional understanding increases step by step. Children first identify simple feelings, then begin to connect emotions with causes, desires, beliefs, and later mixed feelings.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
"A child says, ""She is sad because her balloon flew away,"" correctly linking emotion with experience and desire. This best shows: A. Delayed moral reasoning B. Early emotional understanding C. Lack of perspective-taking D. Egocentric animism",Delayed moral reasoning,Early emotional understanding,Lack of perspective-taking,Egocentric animism,2,"The child is linking an external event and a personal desire to an emotional reaction, which is a key sign of growing emotional understanding in the preschool period.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
"A 4-year-old eagerly plans games, invents activities, and wants to help with household tasks, but may also feel bad when strongly criticized for mistakes. This illustrates Erikson's stage of: A. Trust versus mistrust B. Autonomy versus shame and doubt C. Initiative versus guilt D. Industry versus inferiority",Trust versus mistrust,Autonomy versus shame and doubt,Initiative versus guilt,Industry versus inferiority,3,"Preschoolers increasingly act on plans, pursue goals, and test capacities. Their developmental task is to balance active initiative with appropriate limits so guilt does not become excessive.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
Successful resolution of initiative versus guilt most directly fosters the virtue of: A. Hope B. Will C. Purpose D. Fidelity,Hope,Will,Purpose,Fidelity,3,"In Erikson's theory, successful resolution of initiative versus guilt yields purpose, the courage to pursue goals without being paralyzed by guilt.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
Which parental response is most likely to support healthy resolution of initiative versus guilt- A. Consistently shaming the child for failed attempts B. Allowing all behavior without limits C. Encouraging goal-directed activity while setting reasonable limits D. Punishing curiosity to ensure obedience,Consistently shaming the child for failed attempts,Allowing all behavior without limits,Encouraging goal-directed activity while setting reasonable limits,Punishing curiosity to ensure obedience,3,"Children resolve initiative versus guilt most adaptively when adults support exploration, planning, and trying new tasks while also providing structure and realistic boundaries.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
"Gender identity is best defined as: A. Preference for same-sex friends only B. Awareness of oneself as male, female, or otherwise gendered within one's social context C. Biological maturation of secondary sex characteristics D. Ability to solve gender-related moral dilemmas",Preference for same-sex friends only,"Awareness of oneself as male, female, or otherwise gendered within one's social context",Biological maturation of secondary sex characteristics,Ability to solve gender-related moral dilemmas,2,Gender identity refers to a child's awareness of gendered selfhood. It is part of the developing self-concept and is shaped within a sociocultural context.,Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
"Which statement about gender differences in early childhood is most accurate- A. Boys and girls differ dramatically in overall intelligence B. Boys and girls are entirely identical in all psychosocial domains C. Boys tend to show greater physical aggression on average, but overall many differences are small D. Girls always outperform boys in all forms of self-regulation",Boys and girls differ dramatically in overall intelligence,Boys and girls are entirely identical in all psychosocial domains,"Boys tend to show greater physical aggression on average, but overall many differences are small",Girls always outperform boys in all forms of self-regulation,3,"Research commonly notes boys' somewhat greater physical aggression in early childhood, but it also emphasizes that many gender differences are modest and that boys and girls are more alike than different in many domains.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
"A child increasingly prefers toys, roles, and activities culturally associated with being a boy or a girl. This is best called: A. Gender typing B. Conservation C. Moral internalization D. Attachment security",Gender typing,Conservation,Moral internalization,Attachment security,1,"Gender typing refers to the process by which children adopt behaviors, preferences, attitudes, and activities culturally associated with their perceived gender.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
"According to cognitive-developmental theory, acquisition of gender roles is closely tied to the development of: A. Object permanence B. Gender constancy C. Classical conditioning D. Delay of gratification",Object permanence,Gender constancy,Classical conditioning,Delay of gratification,2,"Kohlberg's cognitive-developmental account proposes that once children understand that gender remains stable over time and situation, they become more motivated to adopt gender-consistent roles.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
Gender-schema theory proposes that children: A. Learn gender mainly through punishment alone B. Are biologically programmed to reject culture C. Organize gender-related information by observing what males and females do in their culture D. Do not notice gender cues until adolescence,Learn gender mainly through punishment alone,Are biologically programmed to reject culture,Organize gender-related information by observing what males and females do in their culture,Do not notice gender cues until adolescence,3,Gender-schema theory proposes that children build mental frameworks about gender by noticing culturally patterned behavior and then use those schemas to guide their own understanding and conduct.,Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
"According to social cognitive theory, young children primarily learn gender roles through: A. Socialization by parents, peers, and culture B. Pubertal timing C. Genetic testing D. Dream analysis","Socialization by parents, peers, and culture",Pubertal timing,Genetic testing,Dream analysis,1,"Social cognitive theory emphasizes modeling, reinforcement, and social learning. Children acquire gender roles through interactions with parents, peers, and the wider culture.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
"A child repeatedly rolls a ball back and forth for the pleasure of the movement itself. According to Smilansky, this is: A. Functional play B. Constructive play C. Dramatic play D. Cooperative play",Functional play,Constructive play,Dramatic play,Cooperative play,1,"Functional play consists of repeated motor movements performed for their own sake, such as rolling, bouncing, running, or swinging objects.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
A preschooler uses blocks to build a garage for toy cars. This is best classified as: A. Functional play B. Constructive play C. Dramatic play D. Unoccupied behavior,Functional play,Constructive play,Dramatic play,Unoccupied behavior,2,"Constructive play uses materials or objects to create something, such as drawings, towers, houses, or other products.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
A 4-year-old pretends a banana is a telephone and assigns family roles during play. This is: A. Parallel play B. Constructive play C. Dramatic play D. Formal games with rules,Parallel play,Constructive play,Dramatic play,Formal games with rules,3,"Dramatic play involves pretending, symbolic substitution, and role enactment. Using a banana as a phone is a clear example of symbolic pretend play.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
Which type of play generally becomes increasingly common during the preschool years and supports social and cognitive skill development- A. Unoccupied behavior B. Dramatic play C. Solitary locomotor repetition only D. Sensorimotor reflex play,Unoccupied behavior,Dramatic play,Solitary locomotor repetition only,Sensorimotor reflex play,2,"Dramatic play becomes especially prominent in the preschool years and supports language, planning, perspective-taking, and social understanding.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
"In Parten's framework, a child who watches others play, talks to them, but does not join is showing: A. Parallel play B. Associative play C. Onlooker behavior D. Cooperative play",Parallel play,Associative play,Onlooker behavior,Cooperative play,3,"In onlooker behavior, the child observes others' play, may speak to them, and shows interest, but does not actually enter the activity.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
Which statement best reflects current understanding of nonsocial play in early childhood- A. It is always a sign of maladjustment B. It is necessarily less mature than social play C. It may have multiple meanings and is not always problematic D. It disappears completely by preschool age,It is always a sign of maladjustment,It is necessarily less mature than social play,It may have multiple meanings and is not always problematic,It disappears completely by preschool age,3,"Contemporary developmental interpretation recognizes that solitary or nonsocial play is not automatically immature or pathological. It can reflect preference, temperament, or context.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
"A group of preschoolers is pretending to run a store, assigning roles such as cashier and customer, and coordinating actions toward a shared scenario. This is best described as: A. Solitary independent play B. Associative play only C. Cooperative dramatic play D. Unoccupied behavior",Solitary independent play,Associative play only,Cooperative dramatic play,Unoccupied behavior,3,The children are not only pretending but also organizing roles and actions toward a shared scenario. That makes the play both dramatic and cooperative.,Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
Which observation best illustrates gender segregation in play- A. A child shifts from functional to constructive play B. A boy chooses another boy as a playmate and avoids joining girls' tea-party play C. A child watches others before joining a game D. A child prefers to play alone with puzzles,A child shifts from functional to constructive play,A boy chooses another boy as a playmate and avoids joining girls' tea-party play,A child watches others before joining a game,A child prefers to play alone with puzzles,2,Gender segregation refers to the tendency for children to select playmates of their own gender and often engage more socially with them.,Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
Which statement about imaginary companions is most accurate- A. They are usually evidence of psychopathology B. They show that a child cannot distinguish fantasy from reality C. They are a normal phenomenon and may be associated with imagination and social competence D. They occur only in children with siblings,They are usually evidence of psychopathology,They show that a child cannot distinguish fantasy from reality,They are a normal phenomenon and may be associated with imagination and social competence,They occur only in children with siblings,3,Imaginary companions are common in childhood and are not in themselves signs of pathology. They are often associated with imaginative richness and can coexist with good social functioning.,Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
Which discipline method is generally most effective in promoting internalization of standards- A. Power assertion B. Inductive discipline C. Withdrawal of love D. Severe corporal punishment,Power assertion,Inductive discipline,Withdrawal of love,Severe corporal punishment,2,"Inductive discipline appeals to the child's reason, empathy, and fairness, helping the child understand the effects of behavior and promoting internalization of standards.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
"A mother tells her child, ""You should not hit your sister because it hurts her and makes her cry."" This is an example of: A. Inductive discipline B. Power assertion C. Withdrawal of love D. Neglectful parenting",Inductive discipline,Power assertion,Withdrawal of love,Neglectful parenting,1,"The mother explains consequences for another person, encouraging empathy and moral understanding. That is the hallmark of induction.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
Which statement about corporal punishment is most defensible based on developmental evidence- A. It is the best method for conscience development B. It has no psychosocial consequences when frequently used C. It can have negative consequences and is less desirable than reasoning-based methods D. It is equivalent to inductive discipline,It is the best method for conscience development,It has no psychosocial consequences when frequently used,It can have negative consequences and is less desirable than reasoning-based methods,It is equivalent to inductive discipline,3,"Evidence generally supports reasoning-based, relationship-centered discipline over corporal punishment. Physical punishment may have harmful psychosocial effects and is not the preferred route to internalization.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
"Which parenting style is characterized by warmth, acceptance, firm standards, and encouragement of verbal give-and-take- A. Authoritarian B. Permissive C. Authoritative D. Neglectful",Authoritarian,Permissive,Authoritative,Neglectful,3,"Authoritative parenting combines warmth and acceptance with consistent expectations, explanation, and firm but reasonable control.",Medium,Developmental Psychology,Chapter 8: Psychosocial Development in Early Childhood,Psychosocial Development in Early Childhood
