Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
"If all scores in a distribution are identical, the standard deviation is:",1,0,-1,Undefined,2,"If all scores are the same, there is no dispersion around the mean; hence the standard deviation is zero.",medium,Psychological Assessment,Chapter 3,A Statistics Refresher
A distribution in which most scores are low and a few scores extend far to the right is:,Negatively skewed,Normal,Positively skewed,Bimodal,3,A long tail extending to the right indicates positive skew.,medium,Psychological Assessment,Chapter 3,A Statistics Refresher
"In a negatively skewed distribution, the usual relationship among mean, median, and mode is:",Mean > median > mode,Mode > median > mean,Mean = median = mode,Median > mean > mode,2,"In a negatively skewed distribution, the mean is pulled toward the left tail, leaving the mode highest, then median, then mean.",medium,Psychological Assessment,Chapter 3,A Statistics Refresher
A platykurtic distribution is best described as:,More peaked than normal,Flatter than normal,Perfectly symmetrical,Always negatively skewed,2,Platykurtic distributions are relatively flatter and less peaked than the normal curve.,medium,Psychological Assessment,Chapter 3,A Statistics Refresher
"In a normal distribution, approximately what proportion of scores falls within 1 standard deviation from the mean?",34%,50%,68%,95%,3,About 68% of cases in a normal distribution fall within one standard deviation of the mean.,medium,Psychological Assessment,Chapter 3,A Statistics Refresher
"In a normal distribution, approximately what proportion of scores falls within 2 standard deviations from the mean?",68%,95%,99%,34%,2,Approximately 95% of scores in a normal distribution lie within two standard deviations of the mean.,medium,Psychological Assessment,Chapter 3,A Statistics Refresher
Which statement about the normal curve is most accurate?,It is always positively skewed.,"The mean, median, and mode coincide.",It has no tails.,Fifty percent of cases fall above +2 SD.,2,"In a perfectly normal distribution, the central tendency measures meet at the same point.",medium,Psychological Assessment,Chapter 3,A Statistics Refresher
"A raw score is 85, the mean is 70, and the standard deviation is 5. What is the z score?",+2,+3,-2,-3,2,z = (85 - 70) / 5 = 15 / 5 = +3.,medium,Psychological Assessment,Chapter 3,A Statistics Refresher
"A raw score is 40, the mean is 50, and the standard deviation is 10. What is the z score?",-2,-1,+1,+2,2,z = (40 - 50) / 10 = -10 / 10 = -1.,medium,Psychological Assessment,Chapter 3,A Statistics Refresher
A z score of -1.5 indicates that the score is:,1.5 standard deviations above the mean,1.5 raw-score units below the mean,1.5 standard deviations below the mean,At the 50th percentile,3,A negative z score indicates a position below the mean by the number of standard deviation units shown.,medium,Psychological Assessment,Chapter 3,A Statistics Refresher
A test score has z = +1. What is the corresponding T score?,40,45,50,60,4,"For T scores, T = 50 + 10z. If z = +1, T = 60.",medium,Psychological Assessment,Chapter 3,A Statistics Refresher
Which of the following is an advantage of standard scores?,They eliminate all measurement error.,They allow comparison of performance across different tests.,They can be used only for nominal data.,They make all score distributions normal.,2,"Standard scores place different raw-score systems on a common metric, making cross-test comparison easier.",medium,Psychological Assessment,Chapter 3,A Statistics Refresher
Which statement about normalized standard scores is most accurate?,They are unnecessary when distributions are skewed.,They are created by converting nominal data to ordinal data.,They may be used to make skewed distributions more comparable to normal ones.,They guarantee perfect validity.,3,Normalized standard scores are used when skewed distributions are transformed for comparability and interpretation.,medium,Psychological Assessment,Chapter 3,A Statistics Refresher
A correlation coefficient primarily indicates:,Cause and effect,Degree and direction of relationship,Accuracy of classification only,Difference between group means,2,A correlation coefficient summarizes how strongly two variables are related and whether the relationship is positive or negative.,medium,Psychological Assessment,Chapter 3,A Statistics Refresher
Which correlation indicates the strongest relationship?,-.82,+.61,-.45,+.29,1,Strength is judged by absolute value. The absolute value of -.82 is the largest among the options.,medium,Psychological Assessment,Chapter 3,A Statistics Refresher
A negative correlation means that:,The variables are unrelated,"As one variable increases, the other tends to decrease",Both variables always decrease together,The relationship is weaker than any positive correlation,2,That is the defining feature of an inverse or negative relationship.,medium,Psychological Assessment,Chapter 3,A Statistics Refresher
Which correlation coefficient is most appropriate for ranked data?,Pearson r,Spearman rho,Phi coefficient,Cronbach alpha,2,Spearman rho is appropriate for ranked or ordinal data.,medium,Psychological Assessment,Chapter 3,A Statistics Refresher
Pearson r is most appropriate when:,Both variables are continuous and the relationship is linear,The data are purely nominal,One variable is a category and the other is a narrative report,The scores are only ranks with many ties and no interval meaning,1,Pearson r is the standard coefficient for linear association between two continuous variables.,medium,Psychological Assessment,Chapter 3,A Statistics Refresher
Which statement best reflects the meaning of r = 0?,The variables are identical,There is no linear relationship between the variables,There is a perfect inverse relationship,One variable causes the other,2,"An r of zero means no linear association is present, though some nonlinear relation could still exist.",medium,Psychological Assessment,Chapter 3,A Statistics Refresher
Which statement about correlation is correct?,A high correlation proves causation.,Correlation and regression are identical concepts.,Correlation does not by itself establish causation.,Only positive correlations are meaningful.,3,"A correlation may reflect third variables, reverse influence, or other noncausal explanations.",medium,Psychological Assessment,Chapter 3,A Statistics Refresher
A researcher finds that study time and test performance correlate at +.70. Which conclusion is most defensible?,Studying causes high scores in every case.,There is a substantial positive relationship between the variables.,Seventy percent of students passed the test.,The test is automatically valid.,2,A correlation of +.70 suggests that higher study time tends to be associated with better test performance.,medium,Psychological Assessment,Chapter 3,A Statistics Refresher
Which of the following best illustrates an inverse relationship?,Hours absent and academic performance,Height and weight in normal children,Review sessions and test preparedness,Practice and speed of performance,1,"As absences increase, performance tends to decrease, illustrating an inverse relationship.",medium,Psychological Assessment,Chapter 3,A Statistics Refresher
A scatterplot in which points cluster closely around an upward-sloping line suggests:,Strong negative correlation,Strong positive correlation,Zero correlation,Curvilinear relation only,2,A tight cluster around an upward-sloping line reflects a strong positive linear association.,medium,Psychological Assessment,Chapter 3,A Statistics Refresher
Meta-analysis is best described as:,A method for computing percentile rank,A way of combining results from multiple studies quantitatively,A procedure for converting raw scores to stanines,A method for standardizing test administration,2,Meta-analysis statistically synthesizes findings across studies to estimate overall patterns or effects.,medium,Psychological Assessment,Chapter 3,A Statistics Refresher
Which statement about variability is most accurate?,It describes the average score only.,It indicates how spread out the scores are.,It is identical to skewness.,It applies only to ratio data.,2,"Variability describes dispersion, not merely where the center lies.",medium,Psychological Assessment,Chapter 3,A Statistics Refresher
A psychologist reports only the mean score of a highly dispersed distribution and omits any measure of variability. The main problem is that:,The mean is never useful,The report may hide how scattered the scores are,Variability is irrelevant in assessment,Dispersion cannot be reported numerically,2,"Two groups can have the same mean but very different dispersion. Without variability, interpretation is incomplete.",medium,Psychological Assessment,Chapter 3,A Statistics Refresher
"A psychometrician interprets a client's test score without considering the test's reliability, validity, or appropriateness for the client's population. This is primarily inconsistent with which professional expectation?",Use whichever test is most convenient,Prioritize speed over accuracy,Base interpretation on scientific and appropriate assessment procedures,Release raw scores immediately upon request,3,"Professional interpretation should consider reliability, validity, appropriateness, and current scientific standards. Ignoring these weakens accuracy and fairness.",medium,Psychological Assessment,Chapter 3,A Statistics Refresher
A test developed on a highly skewed distribution is transformed to permit more appropriate comparison with scores from a normally distributed test. This process is called:,Ranking,Normalizing,Randomization,Dichotomizing,2,Normalizing refers to transforming a skewed distribution so that comparisons using standard scores are more appropriate.,medium,Psychological Assessment,Chapter 3,A Statistics Refresher
Which statement about the median is correct?,It is the most frequently occurring score,It is always affected strongly by extreme values,It is the midpoint of an ordered distribution,It can be used only with nominal data,3,The median is the middle score once the data are ordered.,medium,Psychological Assessment,Chapter 3,A Statistics Refresher
"In explaining assessment findings to a client, which practice is most appropriate for a psychometrician?",Report only raw scores and let the client interpret them,Use highly technical statistical language regardless of client understanding,Explain results accurately in understandable language and with appropriate reservations,Avoid discussing score meaning to protect test security,3,"Ethically sound explanation of findings requires accuracy, clarity, and proper caution about limitations.",medium,Psychological Assessment,Chapter 3,A Statistics Refresher
Which statement best reflects the assumption that psychological traits and states exist?,All psychological characteristics are directly observable physical entities,Psychological characteristics are inferred constructs used to describe behavior and experience,Traits are identical to temporary moods in all situations,States are always more stable than traits,2,"Traits and states are not directly visible objects like height or weight. They are psychological constructs inferred from behavior, self-report, and other assessment data.",medium,Psychological Assessment,Chapter 4,Of Tests and Testing
A clinician describes anxiety as a relatively enduring tendency to respond with apprehension across many situations. This is best classified as a:,state,trait,norm,criterion,2,A trait is a relatively enduring disposition or tendency. Anxiety described as stable across situations fits the concept of a trait rather than a temporary state.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
A student feels unusually tense during an oral examination but is generally calm in most settings. The tension shown during the oral examination is best considered a:,trait,aptitude,state,norm,3,"A state is a temporary condition. Feeling tense only during an oral examination is situation-specific and short-term, which is characteristic of a state.",medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which assumption is most directly reflected when a test developer assigns numbers to levels of depression?,Psychological traits and states can be quantified and measured,Tests benefit society only when used in schools,Test-related behavior predicts behavior perfectly,All error can be eliminated through standardization,1,Assigning numbers to levels of depression reflects the assumption that psychological attributes can be measured and quantified in a meaningful way.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
An examiner states that a test score is useful because performance on the test helps estimate how the person will perform in daily life. This reflects the assumption that:,all tests are culture-free,test-related behavior predicts non-test-related behavior,only criterion-referenced tests are valid,states are more important than traits,2,This assumption supports the use of test performance as an indicator of behavior or performance outside the testing situation.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which statement best reflects a balanced psychometric view of tests?,A well-constructed test is free from all limitations,Standardized tests are always superior to any other source of data,Tests and other measurement techniques have both strengths and weaknesses,Psychological decisions should be based exclusively on test scores,3,A sound psychometric view avoids absolutist thinking. Even well-developed tools have limitations and must be interpreted in context.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which situation best illustrates error as part of the assessment process?,A test is administered according to standard procedure,A client's score is influenced by fatigue during testing,A psychologist uses multiple data sources,A test manual reports reliability evidence,2,Fatigue is a classic example of a source of error that can affect observed scores independently of the ability or trait being measured.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which practice best supports the assumption that testing can be conducted fairly and without bias?,Using the same interpretation for all clients regardless of language background,Choosing assessment tools appropriate to the client's language and characteristics,Releasing raw scores to anyone requesting them,Ignoring cultural differences to preserve objectivity,2,"Fairness in testing requires attention to language, competence, and other client characteristics. Tool selection must fit client characteristics.",medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which statement best reflects the assumption that testing and assessment benefit society?,Testing is justified only when it produces high scores,"Testing can contribute to decisions that improve selection, placement, and intervention",Testing should replace all interviews and observations,Testing is useful only in clinical settings,2,"Testing benefits society when used responsibly to inform important decisions such as diagnosis, placement, selection, and treatment planning.",medium,Psychological Assessment,Chapter 4,Of Tests and Testing
"A psychometrician claims that because a test has impressive reliability, it must also measure the intended construct accurately. This statement is:",correct because reliability automatically guarantees validity,correct because validity is a form of reliability,incorrect because reliability does not by itself establish validity,incorrect because reliability is unrelated to test quality,3,"Reliability concerns consistency, whereas validity concerns whether the test measures what it is intended to measure. A test may be reliable without being valid.",medium,Psychological Assessment,Chapter 4,Of Tests and Testing
"Which pair of qualities is most central when evaluating whether a test is ""good""?",Difficulty and cost,Reliability and validity,Speed and popularity,Complexity and length,2,These are the two central psychometric qualities when evaluating whether a test is good.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which of the following is the best example of another important consideration beyond reliability and validity?,Whether the test publisher uses glossy paper,Whether the test is practical and appropriate for the intended use,Whether the test is difficult for most examinees,Whether the test produces identical scores for everyone,2,"Beyond reliability and validity, practical considerations such as suitability, feasibility, and appropriateness matter in determining whether a test is good.",medium,Psychological Assessment,Chapter 4,Of Tests and Testing
A norm is best defined as:,a fixed biological trait,a required passing score,a reference framework used to interpret test performance,an examiner's subjective impression of performance,3,A norm provides a context or frame of reference for understanding the meaning of a score.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
The primary purpose of norms is to:,eliminate the need for validity evidence,provide a basis for interpreting an individual's score,ensure that all examinees obtain average scores,convert all tests into criterion-referenced measures,2,Norms exist so that raw scores can be given meaning by comparison with relevant reference groups.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which statement about a normative sample is most accurate?,It may be any group of convenient volunteers,It should be representative of the population for whom the test is intended,It must consist only of high-performing persons,It is used only for personality tests,2,A normative sample should reflect the characteristics of the population for which the test will be used. This is essential for meaningful interpretation.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which sampling method is most appropriate when a test developer wants important subgroups proportionately represented in the standardization sample?,Incidental sampling,Convenience sampling,Stratified sampling,Snowball sampling,3,Stratified sampling is used when one wants important subgroups proportionately represented in the sample.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
A test developer recruits only students who happen to be available in one private school to create norms for a national achievement test. The major weakness of this approach is that it relies on:,stratified-random sampling,subgroup sampling,convenience sampling,fixed reference scoring,3,Using only readily available students from one private school is a classic example of convenience sampling and weakens generalizability.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which of the following is the best description of local norms?,Norms developed from the original national standardization sample,Norms created by test users for a particular local population,Norms designed only for court use,Norms that replace the need for a test manual,2,Local norms are developed for a specific local setting or population when national norms are not sufficiently informative.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
A school counselor finds that national norms are less informative than scores derived from past students in the same school. The counselor is most likely relying on:,local norms,age norms,national anchor norms,criterion scores,1,Using prior students from the same school as the comparison group is an example of local norm development.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which type of norm compares an individual's performance with others of the same chronological age?,grade norms,age norms,subgroup norms,mastery norms,2,Age norms compare an examinee with others of the same age.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which type of norm is based on comparison with others in the same grade level?,grade norms,age norms,local norms,deviation norms,1,Grade norms compare a person's performance with that of others in the same grade.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
"A test manual reports separate normative tables for males and females, urban and rural examinees, and different regions. These are examples of:",local norms,subgroup norms,mastery standards,fixed cut scores,2,Separate normative tables for segments of the normative sample are subgroup norms.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
National anchor norms are most useful when one wants to:,compare equivalent performance across different tests,eliminate all cultural influences from testing,replace validity studies,compute clinical diagnoses directly from raw scores,1,"National anchor norms help relate scores from one test to equivalent scores on another test, often through equipercentile comparisons.",medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which statement best describes a fixed reference group scoring system?,Test scores are always interpreted against a current local class,Scores from one reference group are used as the basis for interpreting future scores,The passing score changes with each administration,Only criterion-referenced tests use it,2,"In a fixed reference group scoring system, a specific group's distribution serves as the reference point for future test administrations.",medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which statement best distinguishes norm-referenced from criterion-referenced interpretation?,Norm-referenced interpretation focuses on mastery; criterion-referenced focuses on ranking,Norm-referenced interpretation compares a person with others; criterion-referenced compares performance with a standard,Both are identical in purpose,Criterion-referenced interpretation is used only in personality testing,2,This is the central distinction between the two approaches.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which of the following is the best example of a criterion-referenced interpretation?,Maria scored higher than 82% of examinees,Jose ranked 10th in his batch,Anna demonstrated all required competencies for safe vehicle operation,Carlo scored above the group mean,3,This evaluates performance against a required standard rather than against other examinees.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
A licensure examination is used to determine whether an applicant meets the minimum standard for professional practice. This is primarily a:,norm-referenced use,criterion-referenced use,ipsative use,projective use,2,Licensure decisions depend primarily on whether the examinee meets a minimum standard for safe and competent practice.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which focus is most consistent with criterion-referenced testing?,Whether the examinee performed better than peers,Whether the examinee met specified standards of competence,Whether the examinee belongs to the highest quartile,Whether the examinee obtained an average score,2,Criterion-referenced testing emphasizes what the person can do and whether required standards were met.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which statement is most accurate regarding culture and inference in testing?,Test scores speak for themselves and require no contextual interpretation,Cultural background may affect test performance and must be considered in interpretation,Culture matters only in intelligence testing,Fairness requires ignoring language differences,2,Culture can affect how scores are obtained and what they mean. Responsible interpretation requires cultural awareness.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
"A psychometrician administers a test in a language the client barely understands, then interprets the low score as evidence of low ability. The most appropriate criticism is that the interpretation is weakened by failure to consider:",fixed reference scoring,cultural and linguistic factors,alternate forms reliability,percentile conversion,2,Low performance in an unfamiliar language may reflect language barriers rather than low ability. Ethical testing requires tools appropriate to the client's language and characteristics.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which ethical principle is most directly violated when an examiner uses an obsolete test and still issues firm conclusions?,Competence and responsible test use,Beneficence only,Test security only,Fee transparency only,1,Using obsolete tests or outdated results violates competent practice and responsible assessment.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
"Under Philippine ethical standards, which practice is most appropriate in selecting assessment tools?",Administer every available test to avoid missing data,Use only tests pertinent to the referral question and purpose of assessment,Prefer longer tests regardless of client burden,Use photocopied materials when originals are unavailable,2,Ethical practice requires practitioners to judiciously select only tests pertinent to the reasons for referral and purpose of assessment.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which practice best aligns with the requirement that tests used should be suitable for the client population?,Using any popular foreign test without examining its norms,"Selecting tests with validity, reliability, and normative data referable to the client population",Using only projective methods,Replacing standardized procedures with intuition,2,Responsible test selection requires psychometric support that is appropriate for the intended population.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
"A client requests that raw scores and item responses be given directly to an unqualified third party. Under Philippine ethical standards, the best response is to:",release all data immediately because the client asked,refuse all explanation of results,protect test data and release information only within ethical and legal limits,post the results in a shared file for convenience,3,"Test data require protection, and release must occur only within proper ethical and legal limits.",medium,Psychological Assessment,Chapter 4,Of Tests and Testing
A third-party referral requests assessment for employment screening. Which action is most ethically appropriate at the outset?,Assume the applicant already understands the process,"Clarify the examiner's role, who the client is, probable uses of the information, and limits of confidentiality",Promise absolute confidentiality regardless of the purpose,Disclose results to all supervisors automatically,2,"When services are requested by a third party, ethical practice requires clarification of relationships, role, uses of information, and limits of confidentiality from the outset.",medium,Psychological Assessment,Chapter 4,Of Tests and Testing
A psychometrician continues administering a specialized forensic instrument despite lacking training in forensic rules and procedures. This is primarily a violation of:,rapport building,boundaries of competence,subgroup norming,criterion sampling,2,"Practitioners must work only within the limits of their education, training, supervision, and experience.",medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which is the best reason a test user should consult the test manual before selecting an instrument?,To determine whether the cover design is updated,"To examine the normative sample, reliability, validity, and intended uses",To avoid informed consent,To replace professional judgment,2,"Responsible test users must know how the test was normed, its psychometric quality, and the settings for which it is appropriate.",medium,Psychological Assessment,Chapter 4,Of Tests and Testing
A hospital requires interns to pass a simulation-based competency test before they may independently perform a procedure. This is best described as:,norm-referenced ranking,subgroup norming,mastery or criterion-referenced assessment,incidental sampling,3,Simulation-based competency decisions focus on whether required performance standards have been met.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which statement best reflects responsible score interpretation?,A single test score is sufficient for all important decisions,"Test results should be interpreted in light of reliability, validity, appropriateness, and relevant client factors",Cultural factors should be considered only if scores are low,Interpretation should be based mainly on examiner intuition,2,Responsible interpretation integrates psychometric evidence and client-specific context.,medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which of the following best reflects professional responsibility under RA 10029 and related Philippine ethical standards?,Any trained school employee may independently practice psychometrics without registration,Only licensed and registered psychology practitioners may legally practice within the scope defined by law,Psychometricians may disclose confidential data whenever requested by institutions,Competence is optional if there is urgent demand,2,"Philippine professional regulation and ethical standards emphasize lawful practice, competence, and professional boundaries.",medium,Psychological Assessment,Chapter 4,Of Tests and Testing
Which statement best describes reliability in psychological testing?,The extent to which a test measures what it claims to measure,The consistency of scores obtained from a measuring procedure,The usefulness of a test for making decisions,The fairness of a test across groups,2,"Reliability refers to the consistency, dependability, or stability of measurement. A reliable test yields scores that are sufficiently consistent across time, forms, items, or scorers, depending on the method used.",medium,Psychological Assessment,Chapter 5,Reliability
"In classical measurement terms, an observed score is best understood as:",True score minus systematic bias,True score plus error,Normative score plus deviation score,Raw score divided by standard deviation,2,"In classical test theory, the observed score is conceptualized as the sum of the true score and measurement error.",medium,Psychological Assessment,Chapter 5,Reliability
A psychometrician administers the same anxiety inventory to the same group after two weeks to estimate score consistency over time. Which reliability estimate is being obtained?,Split-half reliability,Inter-scorer reliability,Test-retest reliability,Internal consistency reliability,3,Test-retest reliability is estimated by administering the same test to the same group at two different points in time and correlating the scores.,medium,Psychological Assessment,Chapter 5,Reliability
Which source of error variance is most directly assessed by alternate-forms reliability?,Time sampling,Item sampling,Scorer bias,Criterion contamination,2,"Alternate-forms reliability addresses the consistency of scores across two equivalent forms, focusing on whether different item samples from the same domain yield similar results.",medium,Psychological Assessment,Chapter 5,Reliability
A test developer divides a 100-item test into odd and even items and correlates the two halves. This is an example of:,Parallel-forms reliability,Test-retest reliability,Split-half reliability,Inter-rater reliability,3,Correlating odd and even halves of a single test administration is a classic split-half method of estimating internal consistency.,medium,Psychological Assessment,Chapter 5,Reliability
Which reliability estimate is generally most appropriate for a test intended for one-time administration only?,Coefficient of stability,Internal consistency estimate,Test-retest coefficient,Alternate-forms coefficient over time,2,"When a test is intended for one-time use, internal consistency is usually the most appropriate reliability estimate because it evaluates how consistently the items function together in a single administration.",medium,Psychological Assessment,Chapter 5,Reliability
A projective technique requires two examiners to score the same responses. The most relevant reliability evidence is:,Face validity,Inter-scorer reliability,Predictive validity,Alternate-forms reliability,2,"When scoring depends on examiner judgment, the relevant question is whether different scorers produce consistent ratings.",medium,Psychological Assessment,Chapter 5,Reliability
Which statement about error variance is most accurate?,All error variance comes from the test taker alone,"Error variance may arise from test construction, administration, scoring, and interpretation",Error variance is identical to true variance,Error variance is eliminated when norms are available,2,"Error variance has multiple sources, including the test itself, the testing situation, the examiner, the scoring process, and the examinee.",medium,Psychological Assessment,Chapter 5,Reliability
A memory test shows low test-retest reliability after six months. Which is the best interpretation?,The test is automatically invalid,"The construct may have changed, reducing score stability",The test has high internal consistency,The scoring key is necessarily defective,2,"Low test-retest reliability over a long interval may reflect genuine change in the trait or condition being measured, not necessarily poor test construction alone.",medium,Psychological Assessment,Chapter 5,Reliability
Which test is most likely to require a very high reliability coefficient because of the seriousness of decisions based on it?,A brief classroom quiz worth 2% of the grade,A newspaper personality checklist for entertainment,A screening test used to determine fitness for a high-risk occupation,A survey used to stimulate class discussion,3,"The more serious the decision, the greater the demand for high reliability. High-risk occupational screening can affect safety and lives.",medium,Psychological Assessment,Chapter 5,Reliability
A heterogeneous test designed to sample different content areas will most likely show:,Perfect inter-item consistency,Lower internal consistency than a highly homogeneous test,No error variance,Higher validity than reliability by definition,2,"A heterogeneous test samples varied content, so items may not correlate as strongly as those in a narrowly focused, homogeneous scale.",medium,Psychological Assessment,Chapter 5,Reliability
Which statement best distinguishes reliability from validity?,"Reliability concerns consistency, whereas validity concerns meaning and accuracy of interpretation","Reliability concerns norms, whereas validity concerns scoring","Reliability applies only to intelligence tests, whereas validity applies only to personality tests",Reliability is optional if validity is high,1,Reliability asks whether scores are consistent. Validity asks whether the interpretations and inferences made from those scores are appropriate.,medium,Psychological Assessment,Chapter 5,Reliability
What does the standard error of measurement primarily indicate?,The average difference between group means,The likely amount of error in an observed score,The exact true score of a test taker,The correlation between two forms of a test,2,The standard error of measurement estimates how much an observed score is likely to deviate from the examinee's true score because of measurement error.,medium,Psychological Assessment,Chapter 5,Reliability
A small standard error of measurement indicates that:,Observed scores are likely close to true scores,The test has no bias,The test is easy to administer,The test has perfect validity,1,A smaller SEM means less measurement error and greater precision in interpreting an observed score.,medium,Psychological Assessment,Chapter 5,Reliability
Which statement about the true score is most accurate?,It is directly observable during testing,It is the score a person would obtain with all possible error removed,It is always equal to the raw score,It is identical to the percentile rank,2,The true score is theoretical. It represents the person's score if measurement error were absent.,medium,Psychological Assessment,Chapter 5,Reliability
A coefficient alpha is most commonly used to estimate:,Stability over long time intervals,Agreement between two raters,Internal consistency,Predictive validity,3,Coefficient alpha is widely used to estimate how consistently the items on a test function together.,medium,Psychological Assessment,Chapter 5,Reliability
Which condition would most likely lower test-retest reliability?,Stable trait measurement and short retest interval,Major learning experience between first and second testing,Standardized administration on both occasions,Homogeneous item content,2,"If test takers undergo learning or intervention between administrations, their true standing may change, lowering test-retest reliability.",medium,Psychological Assessment,Chapter 5,Reliability
A reliability coefficient of .96 would generally be interpreted as:,Poor for any purpose,Marginal and barely acceptable,Strong and suitable for important decisions,Evidence of perfect validity,3,A coefficient of .96 is generally considered very high and appropriate for serious decision-making.,medium,Psychological Assessment,Chapter 5,Reliability
Which pair of tests would most appropriately use alternate-forms reliability?,Two equivalent spelling tests built from the same content domain,One interview and one observation schedule,One depression test and one intelligence test,Two unrelated clinical rating scales,1,Alternate-forms reliability requires two equivalent versions designed to measure the same construct with comparable content and difficulty.,medium,Psychological Assessment,Chapter 5,Reliability
"When reliability is low, one immediate consequence is that:",Confidence intervals around scores become narrower,Interpretations become more precise,Confidence intervals around scores become wider,Norms become unnecessary,3,"Low reliability increases measurement error, which increases the standard error of measurement and widens the confidence interval.",medium,Psychological Assessment,Chapter 5,Reliability
Which of the following best illustrates inter-scorer reliability?,Correlation between Form A and Form B,Correlation between two administrations of the same test,Agreement between two examiners rating the same responses,Correlation between test score and job performance,3,Inter-scorer reliability concerns the extent to which different scorers assign similar scores to the same material.,medium,Psychological Assessment,Chapter 5,Reliability
"In a speeded test, a split-half estimate may be misleading because:",The first and second halves may not be equivalent in difficulty and time pressure,Split-half is used only for projective tests,Speed tests do not produce raw scores,Internal consistency cannot be estimated for any timed test,1,"In speeded tests, the second half may be more affected by time limits, so the halves may not be equivalent, making split-half less informative.",medium,Psychological Assessment,Chapter 5,Reliability
Which statement best describes coefficient of stability?,A validity coefficient for concurrent prediction,A long-interval test-retest reliability estimate,A measure of inter-rater agreement,A correction for split-half reliability,2,Coefficient of stability refers to test-retest reliability when the interval between administrations is relatively long.,medium,Psychological Assessment,Chapter 5,Reliability
A psychometrician notices that one scorer is becoming more lenient over time in rating essays. This problem is best described as:,Criterion contamination,Scoring drift,Item sampling,Predictive shrinkage,2,"Scoring drift occurs when a rater's standards change over time, threatening inter-scorer or intra-scorer consistency.",medium,Psychological Assessment,Chapter 5,Reliability
Which factor is most likely to introduce administration-related error variance?,Use of clear scoring criteria,Giving extra clarification to only one examinee during testing,Using equivalent forms of a test,Increasing the number of items on a homogeneous scale,2,Unequal treatment during administration introduces administration error and undermines score consistency and fairness.,medium,Psychological Assessment,Chapter 5,Reliability
A psychometrician wants to estimate whether two observed scores differ enough to suggest a real change rather than measurement error alone. Which is most relevant?,Standard error of the difference,Face validity,Item difficulty index,Cut score analysis,1,The standard error of the difference helps determine whether the difference between two scores is likely meaningful rather than due to measurement error.,medium,Psychological Assessment,Chapter 5,Reliability
Which statement is most accurate regarding internal consistency?,It indicates how well items on a test relate to one another,It measures long-term stability only,It requires two different forms of the same test,It is unrelated to homogeneity of content,1,Internal consistency reflects the degree to which items on a scale are functioning together as indicators of the same construct.,medium,Psychological Assessment,Chapter 5,Reliability
Which situation best illustrates item sampling error?,A candidate is ill during testing,Two raters disagree on essay quality,Different sets of items meant to measure the same construct yield somewhat different scores,The testing room is noisy,3,Item sampling error arises because different items from the same domain may not function identically.,medium,Psychological Assessment,Chapter 5,Reliability
"In psychological assessment, reliability is considered mandatory because:","Without consistency, score interpretation becomes unstable",It guarantees fairness across all cultural groups,It replaces the need for validity evidence,It makes informed consent unnecessary,1,Reliability is foundational because inconsistent scores cannot support sound interpretation or decision-making.,medium,Psychological Assessment,Chapter 5,Reliability
A psychometrician is selecting a test for clinical decision-making and finds one with moderate validity but weak reliability. The best conclusion is:,The test is acceptable because validity always compensates for low reliability,The test should be used cautiously because unreliable scores weaken decisions,"Reliability matters only in research, not practice",The test can be improved simply by changing norms,2,"Weak reliability undermines confidence in the score, which in turn weakens the quality of decisions based on that score.",medium,Psychological Assessment,Chapter 5,Reliability
